Date,global-economy_Titles,global-economy_Subtitles,titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTLabel,Subtitles_finBERTScore
2023-06-29T10:15:36.107Z,FirstFT: Banks pass Fed’s annual stress tests,"Also in today’s newsletter, last-ditch attempt to save Microsoft-Activision deal and China’s carmakers’ European push",Neutral,0.9996009469032288,Neutral,0.9992978572845459
2023-06-29T04:00:24.743Z,How the US and Europe can beat China’s Belt and Road,Washington and Brussels need to emphasise open and fair dealing in their developing-world rivalry with Beijing,Neutral,0.9989421963691711,Neutral,0.9997676014900208
2023-06-29T04:00:24.621Z,The Chinese carmakers planning to shake up the European market,"BYD, Nio, Chery and others want to use their expertise in electric vehicles to take advantage of the continent’s coming ban on the sale of new petrol and diesel cars",Neutral,0.9994463324546814,Neutral,0.9908196330070496
2023-06-28T19:03:35.190Z,Hunt to review profits in UK food industry supply chain,Chancellor agrees steps with regulators in response to high food inflation and the cost of living crisis,Neutral,0.9980859756469727,Neutral,0.9997171759605408
none,none,none,0,0.0,0,0.0
2023-06-28T17:20:40.716Z,Central bank chiefs warn interest rates will keep rising,"Fed, ECB and other leaders say tight labour markets mean most aggressive tightening in a generation must continue",Neutral,0.8446301221847534,Neutral,0.7578182816505432
2023-06-28T17:15:09.503Z,Aerospace industry races to catch up as travel demand surges,"Also in this newsletter: crisis at Thames Water, deepfake scams, tackling the menopause taboo",Positive,0.6072002649307251,Neutral,0.99735426902771
2023-06-28T16:56:48.771Z,"Germany’s failure to attract business investment ‘alarming’, say economists","High corporate taxes, excessive bureaucracy and ailing infrastructure cited as reasons for decline",Negative,0.9999837875366211,Negative,0.9999986886978149
2023-06-28T15:58:30.446Z,BoE governor signals interest rates likely to stay higher for longer,Andrew Bailey suggests financial markets are wrong in their bets about future monetary policy,Negative,0.7555167078971863,Neutral,0.9785287380218506
2023-06-28T15:30:30.213Z,Sri Lanka commits to $42bn domestic debt restructuring,Government declares holidays until Tuesday to try to head off any run on banks,Neutral,0.999940037727356,Neutral,0.9999698400497437
2023-06-28T13:53:57.529Z,EU rejects US offer to end steel tariff dispute ,Brussels and Washington need to find solution by October to avert trade war,Neutral,0.8394859433174133,Neutral,0.9996898174285889
2023-06-28T10:30:35.826Z,FirstFT: Biden’s push to promote economic successes,"Also in today’s newsletter, an exclusive interview with Ukraine’s defence minister and Ecuador’s upcoming election",Positive,0.9999055862426758,Neutral,0.9999966621398926
2023-06-28T10:26:16.258Z,What’s next on the road from Paris to Dubai for climate finance,Pressure moves to a series of major meetings over the next six months leading to COP28,Neutral,0.99965500831604,Neutral,0.999997615814209
2023-06-28T10:21:14.889Z,Italy’s Meloni rails against further ECB rate rises,Prime minister says ‘simplistic’ approach likely to hurt eurozone economies ,Negative,0.9960492253303528,Negative,0.9805845022201538
2023-06-28T05:00:09.186Z,How the EU trade agenda lags behind what was promised Premium content,Also in this newsletter: Estonia takes action on frozen Russian assets,Negative,0.9642541408538818,Neutral,0.9998243451118469
2023-06-28T04:00:10.021Z,The return of quantitative easing,Stock to be boosted by increasing levels of global liquidity in markets,Neutral,0.9981023669242859,Positive,0.9999998807907104
2023-06-28T04:00:09.916Z,UK manufacturers warn Brexit is undermining their place in EU supply chains,"High-end industry is particularly at risk, heightening Britain’s productivity crisis, economists warn",Negative,0.9854010939598083,Negative,0.9999916553497314
2023-06-27T22:00:54.017Z,ASML says decoupling chip supply chain is practically impossible,Top equipment maker sources globally while keeping most production in Netherlands,Negative,0.9999847412109375,Neutral,0.9993377327919006
2023-06-27T17:05:01.424Z,German bond market signals fears of eurozone recession  ,Gap between short and long-term borrowing costs reaches widest level since 1992,Negative,0.9999827146530151,Neutral,0.9998553991317749
none,none,none,0,0.0,0,0.0
2023-06-27T16:21:37.877Z,America is feeling buyer’s remorse at the world it built,Jake Sullivan has called for a new ‘foreign policy for the middle class’. But what does that really mean?,Neutral,0.9991840720176697,Neutral,0.9998430013656616
2023-06-27T15:45:43.482Z,UK rejects claim that EU science programme talks are foundering ,Experts warn that delay to membership of Horizon harms Britain’s aspiration to be science superpower  ,Neutral,0.7491922378540039,Negative,0.9995421171188354
2023-06-27T13:39:47.154Z,"ECB must persist with high rates to ward off wage-price spiral, says Lagarde","Rising labour costs could keep inflation high for ‘several years’, warns central bank president",Negative,0.9221711158752441,Neutral,0.8568761944770813
2023-06-27T11:41:23.211Z,"‘Entrenched inflation’ drives 4mn Nigerians into poverty, says World Bank","President Bola Tinubu’s agenda offers opportunity to boost growth and reduce hardship levels, says lender ",Neutral,0.9978856444358826,Positive,0.9999994039535522
none,none,none,0,0.0,0,0.0
2023-06-27T11:04:48.264Z,"US dollar to maintain dominance over next decade, say central banks","OMFIF survey points to only ‘gradual’ decline in dollar’s share of global reserves, despite calls for alternatives  ",Positive,0.9962546825408936,Negative,0.8563456535339355
2023-06-27T10:30:23.020Z,FirstFT: China’s premier criticises west’s de-risking drive,"Also in today’s newsletter, Wagner group prepares to hand over its weapons and the global rise of Australian investment group Macquarie",Negative,0.996769905090332,Neutral,0.9999921321868896
none,none,none,0,0.0,0,0.0
2023-06-27T09:09:55.477Z,China’s premier criticises west’s de-risking drive at ‘Summer Davos’,Li Qiang denounces economic ‘politicisation’ and defends globalisation in World Economic Forum address,Negative,0.9824961423873901,Neutral,0.9998582601547241
2023-06-27T04:00:39.032Z,Why higher rates risk reigniting intergenerational conflict,A cohort of people in their mid-30s have probably been pummelled twice by monetary policy over the past decade,Neutral,0.48779547214508057,Neutral,0.9920692443847656
2023-06-26T23:01:57.328Z,"UK shop price inflation eased in June, industry figures show",Decline helped by second consecutive monthly fall in the growth of food costs as retailers discount many staples,Neutral,0.9841641783714294,Positive,0.9999889135360718
2023-06-26T19:02:29.276Z,IMF warns central banks of ‘uncomfortable truth’ in inflation fight,"Need to resolve financial vulnerabilities may take precedence over meeting price growth targets, says fund’s Gopinath",Neutral,0.9798954725265503,Negative,0.8452095985412598
2023-06-26T18:36:23.259Z,Hunt demands action from banks to reward savers,Chancellor warns companies risk a regulatory crackdown if they do not pass on higher interest rates ,Neutral,0.977249264717102,Negative,0.9999191761016846
none,none,none,0,0.0,0,0.0
2023-06-26T17:28:26.641Z,Helping poorer countries fund the climate transition,Raising investments to $2tn a year will require smart forms of financing,Positive,0.9959738850593567,Neutral,0.9997519850730896
2023-06-26T17:15:05.453Z,Russian coup attempt brings new urgency to sanctions debate,"Also in this newsletter: Wagner chief Prigozhin breaks his silence, potential bailout for Bundesbank and HSBC canary in coal mine for London Docklands",Positive,0.7093896269798279,Neutral,0.999786913394928
2023-06-26T11:31:05.222Z,Germany’s global supply chains under scrutiny over forced Chinese labour Premium content,Germany’s new due diligence law is attracting complaints about abuse of Uyghur workers in carmaking plants,Negative,0.999745786190033,Negative,0.9866580367088318
2023-06-26T10:22:21.703Z,FirstFT: Putin backs his defence minister,"Also in today’s newsletter, Guatemala election latest and US commercial property faces reckoning",Neutral,0.9996885061264038,Neutral,0.9999752044677734
2023-06-26T09:55:46.285Z,The global race to industrialise is just what we need,"Manufacturing is undergoing a revival around the world, sending several secular trends into reverse",Neutral,0.9817911386489868,Negative,0.9513555765151978
2023-06-26T07:10:58.918Z,Bundesbank may need recapitalisation to cover bond-buying losses,German audit office’s report could make it harder for European Central Bank to carry out similar programmes,Negative,0.6388580799102783,Neutral,0.9611918926239014
2023-06-26T04:00:05.823Z,Investors still need to adjust to a world of higher interest rates,Markets may no longer be able to rely upon monetary policy as an inevitable shock absorber,Negative,0.9594706892967224,Negative,0.5557997226715088
2023-06-26T04:00:05.822Z,The EU needs to move faster on valuing nature,National governments tend to backpeddle on green policies when challenged by self-interested voters,Neutral,0.9974445104598999,Neutral,0.9451013207435608
2023-06-26T04:00:05.590Z,Bets on bond renaissance frustrated by stubbornly high inflation,Fixed income recovery has stalled as interest rate rises continue,Negative,0.9999650716781616,Negative,0.9999995231628418
2023-06-26T03:00:04.869Z,"Shortage of HGV mechanics threatens UK supply chains, warns sector",Industry leaders say the UK could suffer a repeat of the empty shelves that hit shops in 2021,Negative,0.9999805688858032,Negative,0.9999988079071045
2023-06-26T02:00:04.860Z,Saudi Arabia sends top delegation to China’s ‘Summer Davos’,World’s second-largest economy deepens co-operation with Middle East,Neutral,0.9999992847442627,Neutral,0.9857298135757446
2023-06-25T17:15:14.821Z,Biden rolls out infrastructure plan and Fed publishes stress test results,"Plus, Dieselgate trial comes to a head and corporate UK gets a clutch of new bosses",Neutral,0.9999573230743408,Neutral,0.9997497200965881
2023-06-25T12:35:58.150Z,Rishi Sunak defends possible curbs on UK public sector pay ,Unions condemn PM’s comments that he may disregard recommendations of independent review bodies ,Neutral,0.9968994855880737,Neutral,0.999646782875061
2023-06-25T12:00:14.583Z,The Bank of England must have the courage of its convictions,Britain’s economy will not get back to 2 per cent inflation without a sharp slowdown ,Neutral,0.9999628067016602,Negative,0.9999164342880249
none,none,none,0,0.0,0,0.0
2023-06-25T11:00:14.608Z,How hot is eurozone inflation?,Market Questions is the FT’s guide to the week ahead,Neutral,0.9924924969673157,Neutral,0.991395890712738
2023-06-25T09:00:05.138Z,"Cut public spending or boost taxes to help tackle inflation, says BIS","Loose fiscal policy and interest rate rises will test financial stability, Bank for International Settlements warns",Negative,0.7260989546775818,Negative,0.9995384216308594
2023-06-25T01:49:51.551Z,"Vietnam must take ‘aggressive’ action to meet growth goals, says finance minister",Export-driven manufacturing hub has been hit hard by drop in demand amid global economic slowdown,Neutral,0.9476226568222046,Negative,0.9999973773956299
2023-06-24T13:00:44.497Z,China’s premier avoids ‘factional confrontation’ with Europe on maiden trip,Li Qiang says EU ‘de-risking’ strategy need not jeopardise economic ties with Beijing,Neutral,0.5916452407836914,Neutral,0.6244313716888428
none,none,none,0,0.0,0,0.0
2023-06-23T17:15:09.881Z,Growth in business activity slows as central banks battle inflation,"Also in this newsletter: UK banks agree to delay home repossessions, mega European energy deal, science round-up",Negative,0.9999912977218628,Neutral,0.9952415227890015
2023-06-23T17:12:11.802Z,A first step in repairing US-China ties,Washington and Beijing must prevent a bad relationship from becoming a catastrophic one,Neutral,0.9781845211982727,Neutral,0.6972013115882874
none,none,none,0,0.0,0,0.0
2023-06-23T17:00:09.888Z,It is time for the UK to think like an emerging market,"For the situation to improve, policymakers must act as if they are under a stabilisation programme",Neutral,0.9988514184951782,Neutral,0.9874486327171326
2023-06-23T16:51:17.035Z,Yellen defends dollar as Brics nations debate reserve status,South Africa’s president Cyril Ramaphosa says greenback’s dominance is ‘on the agenda’ for Brics meeting ,Neutral,0.997334897518158,Neutral,0.9999974966049194
2023-06-23T16:39:17.725Z,Heathrow summer strike threat lifted as improved pay deal agreed,Airport security staff call off action but junior doctors announce longest walkout in NHS history,Positive,0.9254389405250549,Neutral,0.9998401403427124
2023-06-23T15:57:30.907Z,UK services sector price rises deliver blow to BoE inflation plans ,"Far more of companies surveyed passing on costs to consumers than cutting them, new data show",Positive,0.9957868456840515,Neutral,0.9992521405220032
2023-06-23T15:34:43.459Z,Zambia agrees ‘milestone’ debt relief plan with China and other creditors,Agreement ends years of fraught talks and tackles roughly half of $13bn of external borrowing ,Neutral,0.9915719032287598,Neutral,0.9999902248382568
none,none,none,0,0.0,0,0.0
2023-06-23T13:43:26.481Z,"Eurozone economy has slowed sharply, business survey shows",Economists warn of possible recession in contrast to optimistic ECB forecasts,Negative,0.9827132225036621,Negative,0.9878590703010559
2023-06-23T13:15:27.106Z,Bank of England governor’s plea for wage restraint cuts little ice with workers,"Economists say febrile jobs market is driving price pressures, with central bank tightening set to continue until it cools down ",Neutral,0.9330739378929138,Negative,0.9999918937683105
2023-06-23T11:10:52.626Z,German house prices fall by record 6.8%,First-quarter drop in Europe’s largest property market is biggest since index began in 2000 ,Negative,0.9976315498352051,Negative,0.99983811378479
2023-06-23T10:33:09.000Z,Kenyan leader says World Bank and IMF are ‘hostage’ to rich nations,William Ruto calls for new multilateral lender to address climate crisis,Neutral,0.9999047517776489,Neutral,0.9998688697814941
2023-06-23T10:13:43.840Z,FirstFT: ‘Catastrophic implosion’ kills five aboard submersible,"Also in today’s newsletter, Calpers becomes the latest victim of Russian cyber attack and Biden rolls out the red carpet for Modi",Neutral,0.9167559146881104,Neutral,0.9981708526611328
2023-06-23T10:00:09.988Z,"If the UK doesn’t play the strategic policy game, of course it will lose ",The market will deliver — but only if the government sets a consistent set of rules ,Negative,0.9989732503890991,Neutral,0.9999401569366455
2023-06-23T09:10:56.877Z,Investor scepticism remains after Turkey’s ‘baby step’ towards ending crisis,Fund managers concerned President Erdoğan will not allow unorthodox policies to be fully unwound,Negative,0.9890747666358948,Neutral,0.9877457022666931
2023-06-23T04:00:10.610Z,Rome vs Riyadh: Meloni and Prince Mohammed battle over World Expo 2030,Italy banks on humanist values while Saudi Arabia parades glitzy stars,Neutral,0.9999914169311523,Neutral,0.9999889135360718
2023-06-23T04:00:10.488Z,Central banks’ battle with inflation enters new phase of ‘pain’,Economists warn that recession will be the price of hitting 2% goals,Neutral,0.9812297821044922,Negative,0.9996451139450073
2023-06-22T21:19:49.830Z,UK ‘global outlier’ as inflation refuses to fall,"Also in this newsletter: Xi’s ‘dictator’ fury, German carmakers and slave labour, pasta makers in hot water",Negative,0.9944313168525696,Neutral,0.9999443292617798
2023-06-22T18:51:15.820Z,Germany locks in more US natural gas as it shuns Russian supply,State-owned group formed from Gazprom assets to purchase 2.25mn tonnes annually for 20 years,Neutral,0.9993607401847839,Neutral,0.9999842643737793
2023-06-22T17:47:12.349Z,Sunak’s future looks tied to success of fight on inflation ,Prime minister and chancellor back BoE governor’s decisions despite restive Tory MPs eyeing impending election  ,Neutral,0.9928969740867615,Neutral,0.8564428687095642
2023-06-22T17:10:07.881Z,Bank of England raises interest rates by 0.5 percentage points,Sunak expresses support for decision and vows to keep tight grip on fiscal policy to help curb inflation  ,Neutral,0.9999096393585205,Neutral,0.9998353719711304
2023-06-22T16:57:25.474Z,The Bank of England’s credibility is still on the line,Half-point rise was a necessary signal of intent to get a grip on inflation,Neutral,0.9998010993003845,Neutral,0.7507553100585938
none,none,none,0,0.0,0,0.0
2023-06-22T16:28:22.084Z,Bailey seeks to get on front foot in fight against inflation,UK central bank aims to regain credibility with half-percentage-point rate rise,Neutral,0.9966642260551453,Positive,0.9999722242355347
2023-06-22T14:45:23.592Z,Turkey’s central bank brings low-rate era to close with 6.5 percentage point rise ,New governor Hafize Gaye Erkan raises benchmark rate from 8.5% to 15%,Neutral,0.9781919121742249,Neutral,0.9997062087059021
2023-06-22T12:16:48.503Z,Sterling fails to find boost from BoE rate rise ,Pound gives up early gains as investors worry about recession after bigger-than-expected 0.5 percentage point increase,Negative,0.9999769926071167,Positive,0.9189532995223999
2023-06-22T12:05:26.864Z,US overtakes China as market for South Korean goods ,Shifts in supply chains part of changing pattern of global trade,Neutral,0.9633582830429077,Neutral,0.7945044040679932
none,none,none,0,0.0,0,0.0
2023-06-22T11:23:01.509Z,Basket-case central bank does bumper interest rate hike,wow,Positive,0.9668256044387817,Neutral,0.9954280853271484
2023-06-22T11:10:55.047Z,DS Smith pre-tax profits soar 75% on price rises as demand slumps,Cardboard-box maker suffers first decline in volume in 15 years ,Positive,0.9999996423721313,Negative,0.9999922513961792
none,none,none,0,0.0,0,0.0
2023-06-22T11:00:49.899Z,China’s dominance of solar poses difficult choices for the west,The unpalatable truth is that green technologies mean we will have to find ways to co-operate with Beijing,Negative,0.9996808767318726,Negative,0.653556764125824
2023-06-22T10:31:06.743Z,FirstFT: Bond market flashes red,"Also in today’s newsletter, FTC accuses Amazon of tricking customers and Disney’s challenge to revive its fortunes",Neutral,0.9787219166755676,Negative,0.9999758005142212
2023-06-22T10:00:35.541Z,An impasse over finance between rich and poor that threatens the planet,Advanced and emerging economies alike need to restore the clout and credibility of multilateral lending,Negative,0.9997335076332092,Negative,0.4410514533519745
2023-06-22T08:13:26.838Z,Bank of England faces calls for tougher action in rate decisions,Central bank poised to raise cost of borrowing at its noon announcement in effort to curb inflation,Negative,0.9999066591262817,Positive,0.9998151659965515
2023-06-22T04:00:10.996Z,"US cannot rely on allies to meet climate goals, warns Mitsubishi",Domestic manufacturing and ‘friendshoring’ will struggle to supply the clean energy boom,Neutral,0.5961223244667053,Negative,0.9999996423721313
none,none,none,0,0.0,0,0.0
2023-06-22T04:00:10.935Z,The Bank of England must do whatever it takes to tame inflation,Britain’s difficulties have been compounded by an insufficient response,Neutral,0.9997668862342834,Negative,0.9999926090240479
2023-06-22T04:00:10.933Z,Bundesbank lessons for today’s central bankers,"When wage and price increases become tightly intertwined, the damaging ratchet can be hard to eliminate",Neutral,0.7849939465522766,Negative,0.9852397441864014
2023-06-22T04:00:10.697Z,World Bank set to unveil ‘pause clauses’ for countries hit by disasters,Barbados’s Mia Mottley says measures are ‘vital’ to allow poorer nations the fiscal space to rebuild ,Neutral,0.7822858691215515,Negative,0.9999911785125732
2023-06-22T04:00:10.674Z,Treasury investors bet on US falling into recession,Yield-curve inversion suggests high chance of economic downturn but riskier assets remain buoyant,Positive,0.7257347702980042,Positive,0.9999996423721313
2023-06-22T04:00:10.667Z,Critics accuse IMF over countries’ debt deadlocks,Creditors and analysts grow impatient with fund’s flawed framework to calculate debt sustainability,Negative,0.9964753985404968,Negative,0.9998152852058411
2023-06-21T23:01:09.883Z,"Theft of meat, sweets and alcohol in UK hits highest in decade","Cost of living crisis driving ‘unprecedented’ crime spate, say shopkeepers  ",Positive,0.9999984502792358,Negative,0.9968819618225098
2023-06-21T19:48:04.287Z,"Inflation’s ‘greedy beast’ will be hard to tame, warns Bundesbank boss","Halting increases in rates would be ‘first-order error’ even if price growth falling, says Germany’s central bank chief",Neutral,0.9926128387451172,Neutral,0.8357303142547607
2023-06-21T17:48:05.777Z,Stubborn UK inflation piles pressure on Bank of England to raise rates,May figure of 8.7% higher than expected after prices rise across range of goods and services,Negative,0.9999788999557495,Positive,0.9998430013656616
2023-06-21T17:34:06.428Z,Powell says US inflation battle not over but defends ‘prudent’ pause,"Central bank has ‘long way to go’ to tame price pressures, argues Fed chair ",Positive,0.926827073097229,Neutral,0.9923651814460754
2023-06-21T17:14:10.082Z,Sunak’s election strategy under threat as economic gloom intensifies,PM’s ability to provide voters with big tax cuts may be thwarted by high inflation and weak public finances,Negative,0.9997623562812805,Negative,0.9999992847442627
2023-06-21T16:09:01.257Z,Volodymyr Zelenskyy pleads for ‘real’ reconstruction projects,Two-day London conference aims to encourage private sector investment in Ukraine’s recovery,Neutral,0.9999809265136719,Neutral,0.9980382323265076
2023-06-21T15:50:28.957Z,EU agrees measures to target Russian sanctions evaders,Eleventh package seeks to curb Moscow’s ‘ghost trade’ via other countries,Neutral,0.9911015033721924,Neutral,0.9999983310699463
2023-06-21T13:12:49.758Z,UK rents increase at fastest pace for 7 years ,Rental price growth is highest in London as prospective homebuyers are put off by soaring borrowing costs,Positive,0.9999436140060425,Positive,1.0
2023-06-21T10:01:35.342Z,FirstFT: US corporate borrowing plans hit by slowdown ,"Also in today’s newsletter, the desperate search for the Titan submersible and Singapore’s SWF targets the US",Negative,0.9973606467247009,Neutral,0.9999778270721436
none,none,none,0,0.0,0,0.0
2023-06-21T09:24:24.684Z,How high will rates go?,Stubborn inflation data comes on the eve of Bank of England’s rate-setting meeting,Neutral,0.9968146681785583,Neutral,0.9999663829803467
2023-06-21T08:31:29.342Z,UK government debt surpasses GDP for first time in 62 years,Public sector net borrowing doubled to £20bn in May,Positive,0.9962164759635925,Neutral,0.9849713444709778
2023-06-21T06:28:13.929Z,Personal inflation calculator: what is your inflation rate?,"As the cost of living continues to rise, find out how much inflation could affect your personal finances",Neutral,0.999916672706604,Neutral,0.9641581773757935
2023-06-21T04:00:44.482Z,Singapore’s GIC accelerates US deals as China cools,Sovereign wealth fund with estimated $700bn under management is targeting venture capital and technology companies,Positive,0.9993093013763428,Neutral,0.9999991655349731
none,none,none,0,0.0,0,0.0
2023-06-21T04:00:44.480Z,Pasta producers in hot water over soaring prices,Brands including Barilla and Panzani in tussle with EU governments as mark-ups continue despite lower wheat prices,Negative,0.7072449326515198,Neutral,0.8920731544494629
2023-06-21T04:00:44.081Z,Developing countries ‘left behind’ in clean energy shift,International Energy Agency says seven-fold increase in investment needed by 2030,Neutral,0.981075644493103,Positive,0.7430554628372192
none,none,none,0,0.0,0,0.0
