Date,world-uk_Titles,world-uk_Subtitles,titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTLabel,Subtitles_finBERTScore
2023-06-29T09:30:57.571Z,French miner Imerys to help develop UK’s largest lithium deposit,Joint venture with British Lithium aims to reduce dependence on imports of crucial battery metal,Neutral,0.9859391450881958,Neutral,0.5790016055107117
2023-06-29T08:30:25.950Z,Labour’s strategy will be bound by an enfeebled economic inheritance ,"Rishi Sunak struggles to unite downbeat Tory party, while UK’s overlapping crises may force Keir Starmer to take riskier measures",Neutral,0.9956362843513489,Negative,0.9999486207962036
2023-06-29T04:00:32.000Z, Banks try to avoid ending up like SVB,Sterling suffers biggest one-day fall against the dollar in a month following UK growth fears,Neutral,0.9587559103965759,Negative,0.9999792575836182
2023-06-29T04:00:25.062Z,Global brands and tech groups back new ads measurement system ,Brands want a better understanding of where they should allocate marketing spending ,Neutral,0.995524525642395,Neutral,0.9997956156730652
2023-06-29T04:00:24.813Z,Shed no tears over the travails of London’s equity market ,Rishi Sunak’s promotion of financial services misses the point that an oversized sector can harm the rest of the economy,Negative,0.642641007900238,Negative,0.9999927282333374
2023-06-29T04:00:24.615Z,UK braced for Nimby wars over clean energy infrastructure,Grid upgrades to support wind power likely to spark strong objections in affected communities,Neutral,0.5786715745925903,Positive,0.9999998807907104
2023-06-29T03:00:23.798Z,Labour seeks to unlock £10bn for investment in green infrastructure,UK opposition party plans to change ‘covered bond’ rules to include environmental projects,Positive,0.6577520966529846,Neutral,0.9998880624771118
2023-06-28T23:01:09.607Z,Wind farms drive 42% surge in Crown Estate’s property profits,Boost for UK’s public finances after King’s decision to reduce take for ‘wider public good’,Positive,1.0,Positive,0.9949754476547241
2023-06-28T19:03:35.190Z,Hunt to review profits in UK food industry supply chain,Chancellor agrees steps with regulators in response to high food inflation and the cost of living crisis,Neutral,0.9980859756469727,Neutral,0.9997171759605408
2023-06-28T18:07:15.504Z,UK government looks at nationalising Thames Water as crisis deepens,Ministers on standby to intervene in debt-laden business a day after abrupt exit of chief Sarah Bentley,Neutral,0.978379487991333,Neutral,0.9994460940361023
none,none,none,0,0.0,0,0.0
2023-06-28T17:54:52.647Z,Watchdog for UK surveyors’ professional body quits amid independence row,Move by standards board at RICS comes after resignation of chair who cited ‘serious regulatory concerns’,Neutral,0.9999780654907227,Neutral,0.801629900932312
2023-06-28T17:50:10.445Z,BBC chair calls for board to re-establish confidence at broadcaster ,Dame Elan Closs Stephens’ comments come on first day in post since the departure of previous chair Richard Sharp,Neutral,0.9993426203727722,Neutral,0.9998934268951416
2023-06-28T17:37:50.362Z,UK water sector faces biggest crisis since Thatcher’s 1989 privatisation,Contingency plan to rescue Thames Water with others also struggling under debt burden,Negative,0.9940832257270813,Negative,0.9999889135360718
2023-06-28T17:33:02.845Z,"Canary Wharf is changing, not dying",Satellite business districts are having to reinvent themselves post-pandemic,Neutral,0.8804248571395874,Negative,0.9983534812927246
none,none,none,0,0.0,0,0.0
2023-06-28T17:20:40.716Z,Central bank chiefs warn interest rates will keep rising,"Fed, ECB and other leaders say tight labour markets mean most aggressive tightening in a generation must continue",Neutral,0.8446301221847534,Neutral,0.7578182816505432
2023-06-28T16:58:22.422Z,Korski drops out of London mayoral race after groping allegation,Contender to be Tory candidate in next year’s election withdraws after Daisy Goodwin claims he acted inappropriately a decade ago,Neutral,0.999785840511322,Neutral,0.9505288600921631
none,none,none,0,0.0,0,0.0
2023-06-28T16:44:23.852Z,Push payment fraud complaints rise,"Losses rose to £485mn, despite fall in cases at banks that joined compensation scheme",Positive,0.9811407327651978,Positive,0.9845955967903137
2023-06-28T16:02:12.242Z,Drax rules out keeping UK coal plants open this winter,Power group’s decision comes despite government request to maintain North Yorkshire facility ,Neutral,0.9998832941055298,Neutral,0.9993252754211426
2023-06-28T16:00:09.430Z,A surf-lover’s guide to Cornwall,Founder of outdoor clothing label Finisterre Tom Kay on the best big swells and beach cafés,Neutral,0.9999890327453613,Neutral,0.9939739108085632
2023-06-28T15:58:30.446Z,BoE governor signals interest rates likely to stay higher for longer,Andrew Bailey suggests financial markets are wrong in their bets about future monetary policy,Negative,0.7555167078971863,Neutral,0.9785287380218506
2023-06-28T15:19:30.465Z,Direct Line to reassess claims after regulator discovers underpayments,FCA orders motor insurer to go through five years of payouts for written-off vehicles,Neutral,0.9995668530464172,Neutral,0.999813973903656
none,none,none,0,0.0,0,0.0
2023-06-28T14:42:06.172Z,Pension schemes argue London listing reforms would damage City,Investors complain fundamental rights of shareholders would be threatened by FCA’s plans to attract more companies to list in the UK,Negative,0.9999668598175049,Neutral,0.7172890901565552
2023-06-28T12:35:08.227Z,Britain is being primed for a ‘hopeless’ election,"Fear of reckless spending pledges holds Labour back from offering voters change, while Tories play up its risks ",Neutral,0.999990701675415,Negative,0.9998503923416138
2023-06-28T09:29:46.748Z,A quick guide to Thames Water’s serpentine capital structure,Built to last or built to fail?,Neutral,0.9999306201934814,Neutral,0.6241040229797363
2023-06-28T08:32:09.264Z,Prince William’s latest campaign may invite awkwardness with politicians,"Heir launches five-year project aimed at ending homelessness, a popular cause that governments have historically deprioritised ",Neutral,0.999990701675415,Neutral,0.5008615255355835
2023-06-28T04:00:10.237Z,Am I liable for my company’s tax liabilities?,I own a couple of restaurants that were turning over a good profit before Covid-19 but have struggled since.,Neutral,0.9730374217033386,Negative,0.9993599057197571
2023-06-28T04:00:10.236Z,So much for UK savers and homeowners — what about the have-neithers?,Research suggests 3mn people have borrowed from an illegal money lender over the past three years,Neutral,0.9997783303260803,Neutral,0.9949954748153687
2023-06-28T04:00:10.211Z,PwC tells UK staff to expect smaller pay rises and bonuses,Salary bands to be frozen for some junior auditors despite calls to catch up with high inflation,Neutral,0.9989752769470215,Neutral,0.9996551275253296
2023-06-28T04:00:10.207Z,Pressure to reward savers bears down on boost in UK banks’ profits ,Experts warn of ‘inflection point’ where rising interest rates no longer translate into higher margins,Negative,0.9999768733978271,Neutral,0.7206634283065796
2023-06-28T04:00:10.150Z,The last Brexit deal? Gibraltar fears a hard border with Spain,A power struggle in Madrid threatens to dash the UK territory’s hopes for a golden age of closer ties with the EU,Negative,0.9603067636489868,Negative,0.999970555305481
2023-06-28T04:00:09.916Z,UK manufacturers warn Brexit is undermining their place in EU supply chains,"High-end industry is particularly at risk, heightening Britain’s productivity crisis, economists warn",Negative,0.9854010939598083,Negative,0.9999916553497314
2023-06-28T00:09:04.607Z,Thames Water chief in sudden departure amid struggle with £14bn debt pile ,"Sarah Bentley exits as concern grows over financial resilience, environmental record and lack of investment  ",Negative,0.9744128584861755,Negative,0.9991982579231262
2023-06-27T23:01:43.160Z,"UK progress on climate change worryingly slow, advisers warn","Global leadership has been lost because of a lack of ministerial initiative, independent committee to government says",Negative,0.9999759197235107,Negative,0.9999028444290161
2023-06-27T23:01:31.204Z,"One in 10 pupils taught in English schools that need rebuilding, says watchdog",National Audit Office warns of declining conditions following years of under-investment by UK government ,Neutral,0.9972789883613586,Negative,0.9996089339256287
2023-06-27T23:01:17.881Z,Price discounts jump as rising mortgage costs ‘spook’ UK housebuyers,"Share of vendors taking a hit of at least 5% has jumped in recent weeks, according to research by Zoopla",Negative,0.8765160441398621,Neutral,0.988628625869751
none,none,none,0,0.0,0,0.0
2023-06-27T18:35:50.830Z,Tories will not probe allegations against London mayoral candidate,TV producer says she was groped by then special adviser 10 years ago in Downing Street,Neutral,0.9922850131988525,Neutral,0.9998383522033691
2023-06-27T17:33:41.425Z,Boris Johnson faces fresh questions over 2018 party at Lebedev villa ,Most senior civil servant of former foreign secretary’s department was unaware of controversial visit to Italy ,Neutral,0.9898402690887451,Neutral,0.6958361864089966
2023-06-27T17:09:57.519Z,"Boris Johnson’s Daily Mail column broke rules, vetting body warns",Acoba says former UK PM’s ‘clear breach’ illustrates need for overhaul of system governing former officials’ jobs,Neutral,0.9989891648292542,Neutral,0.9948405623435974
2023-06-27T15:45:43.482Z,UK rejects claim that EU science programme talks are foundering ,Experts warn that delay to membership of Horizon harms Britain’s aspiration to be science superpower  ,Neutral,0.7491922378540039,Negative,0.9995421171188354
none,none,none,0,0.0,0,0.0
2023-06-27T13:50:05.826Z,Senior doctors in England vote for strike action over pay,Consultants represented by the BMA to walk out as nurses end industrial action,Neutral,0.9993383288383484,Neutral,0.999514102935791
2023-06-27T13:15:57.826Z,Hunt to discuss cost of living crisis with regulators,Chancellor will ask Britain’s watchdogs whether there is evidence of price gouging by companies,Neutral,0.9987983703613281,Neutral,0.9999175071716309
none,none,none,0,0.0,0,0.0
2023-06-27T11:58:51.569Z,Matt Hancock says UK pandemic planning was skewed towards disaster clear-up,Former health secretary tells Covid inquiry the country should have focused more on halting disease transmission,Neutral,0.9987291693687439,Neutral,0.9999860525131226
2023-06-27T08:30:37.914Z,Even the Tories’ performative aims of Rwanda scheme struggle to land,Purpose of showpiece policy is about giving Conservative MPs evidence they are tackling illegal migration ,Negative,0.9879989624023438,Neutral,0.9995507597923279
2023-06-27T04:00:39.266Z,There is not a school-shaped solution to every social problem,Moral panics about pupils identifying as cats obscure deeper issues,Neutral,0.9937810301780701,Negative,0.9999977350234985
2023-06-27T04:00:39.264Z,UK’s projected windfall tax take from North Sea levy drops 40%,Most recent Treasury forecast of £26bn reflects sharp drop in oil and gas prices in recent months,Neutral,0.5629889369010925,Negative,0.9999890327453613
2023-06-27T04:00:39.037Z,FT readers: your favourite outdoor urban swimming spots around the world ,"From Tel Aviv to Texas, via Sydney and San Francisco, you share your top spots for an open-air dip in the city",Neutral,0.9994780421257019,Neutral,0.9999691247940063
none,none,none,0,0.0,0,0.0
2023-06-27T04:00:39.036Z,The return of the in-office doctor,Goldman Sachs and Morgan Stanley are among companies offering UK employees medical services on-site,Neutral,0.9500789642333984,Neutral,0.9999973773956299
2023-06-27T04:00:39.032Z,Why higher rates risk reigniting intergenerational conflict,A cohort of people in their mid-30s have probably been pummelled twice by monetary policy over the past decade,Neutral,0.48779547214508057,Neutral,0.9920692443847656
2023-06-27T04:00:38.588Z,HSBC exit a sign of Canary Wharf’s post-pandemic woes,Bank’s departure is latest blow to the east London financial district that rose in the wake of Thatcher’s ‘Big Bang’ reforms,Negative,0.8996420502662659,Neutral,0.8001754879951477
2023-06-27T04:00:38.470Z,Managed by Macquarie: the Australian group with a grip on global infrastructure  ,"The investment management company was a pioneer in turning public utilities into lucrative assets, but does that model make for good policy?",Neutral,0.9999905824661255,Positive,0.9979817867279053
2023-06-27T03:00:37.081Z,Labour covertly met US Democrats during Sunak’s Washington visit,Party officials are conferring with sister parties around the world for strategies on winning elections ,Neutral,0.9746677875518799,Neutral,0.9999943971633911
2023-06-26T23:01:57.328Z,"UK shop price inflation eased in June, industry figures show",Decline helped by second consecutive monthly fall in the growth of food costs as retailers discount many staples,Neutral,0.9841641783714294,Positive,0.9999889135360718
2023-06-26T23:01:30.821Z,"Racism and sexism ‘widespread’ in English cricket, report finds ",Independent commission calls on sport to ‘urgently reform’ and add new regulator ,Neutral,0.9995852112770081,Neutral,0.9969563484191895
2023-06-26T23:01:22.023Z,Rail operators draw up plans to close most ticket offices in England ,"Move to redeploy staff, long advocated by train companies, set to exacerbate protracted industrial dispute ",Neutral,0.9999841451644897,Negative,0.6004993319511414
2023-06-26T19:38:44.277Z,"Cost of Rwanda deportations put at about £170,000 per person",Home secretary defends controversial migrant policy as data in government assessment of economic impact is published,Neutral,0.9999935626983643,Neutral,0.9786689281463623
2023-06-26T18:36:23.259Z,Hunt demands action from banks to reward savers,Chancellor warns companies risk a regulatory crackdown if they do not pass on higher interest rates ,Neutral,0.977249264717102,Negative,0.9999191761016846
2023-06-26T18:35:30.615Z,Defence secretary calls for greater share of UK spending on military,Wallace comments come ahead of publication of plan to reshape armed forces in wake of Russia’s invasion of Ukraine,Neutral,0.9959393739700317,Neutral,0.9222955107688904
2023-06-26T16:48:10.180Z,Stephen Lawrence’s mother calls for police sackings after new suspect named,London’s Met Police apologises for another failure in bungled racist murder investigation 30 years ago,Neutral,0.999971866607666,Negative,0.9894633293151855
2023-06-26T13:47:26.490Z,Glastonbury’s final day brings sense of an ending as Elton John bows out,"Genial nostalgia was provided by veteran acts on Sunday, though bass guru Thundercat disrupted the dozy mood ",Neutral,0.9999983310699463,Neutral,0.7536778450012207
2023-06-26T11:30:05.172Z,Canary Wharf vs City: property’s mood music is increasingly off-quay Premium content,Docklands is losing its appeal for businesses that are looking to downsize,Neutral,0.9999136924743652,Negative,0.9999995231628418
none,none,none,0,0.0,0,0.0
2023-06-26T09:47:40.891Z,HSBC set to move global HQ from Canary Wharf to central London,Expected relocation to smaller office underscores trend of companies cutting space following rise in homeworking,Neutral,0.9999948740005493,Neutral,0.9829407334327698
2023-06-26T08:30:05.202Z,Labour’s hard task of pledging both radical change and safe steering of economy,"Plus, Tory MPs are devoting more time to their constituencies as difficulties in NHS and economy raise risk of seat losses",Neutral,0.4777938723564148,Negative,0.9991162419319153
2023-06-26T04:00:05.823Z,Investors still need to adjust to a world of higher interest rates,Markets may no longer be able to rely upon monetary policy as an inevitable shock absorber,Negative,0.9594706892967224,Negative,0.5557997226715088
2023-06-26T04:00:05.601Z,Scientists and industry leaders warn UK and EU over Horizon delays ,Leading figures frustrated over ‘absurd’ delays to Britain rejoining research programme,Neutral,0.9717042446136475,Negative,0.9990587830543518
none,none,none,0,0.0,0,0.0
2023-06-26T03:00:04.869Z,"Shortage of HGV mechanics threatens UK supply chains, warns sector",Industry leaders say the UK could suffer a repeat of the empty shelves that hit shops in 2021,Negative,0.9999805688858032,Negative,0.9999988079071045
2023-06-25T23:01:19.501Z,"NHS performs less well than international peers, research shows","UK health service is ‘middling at best’ with fewer doctors and nurses than comparable countries, says King’s Fund",Neutral,0.9100279211997986,Neutral,0.9991636276245117
none,none,none,0,0.0,0,0.0
2023-06-25T20:00:58.616Z,Fearful Tory MPs go absent from Commons in bid to protect marginals ,Members in target seats head home with help from party to raise local prospects ahead of general election,Negative,0.9884328246116638,Neutral,0.9999750852584839
2023-06-25T18:25:46.600Z,Labour under pressure to adopt election pledge on free school meals ,Call by unions and mayors for universal policy clashes with party determination to control spending,Neutral,0.65865159034729,Neutral,0.9992448091506958
2023-06-25T16:10:51.905Z,Scottish independence reset undermined by confusion over SNP strategy,Mixed messaging highlights challenge facing first minister Humza Yousaf in trying to satisfy impatient members,Negative,0.9997426867485046,Negative,0.9999946355819702
2023-06-25T13:44:09.452Z,Glastonbury Festival — Arctic Monkeys find their voice but Lana Del Rey is silenced,Singer has power switched off mid-set in a year of returning rock dinosaurs and unadventurous selections,Neutral,0.9999254941940308,Neutral,0.9964030981063843
2023-06-25T12:35:58.150Z,Rishi Sunak defends possible curbs on UK public sector pay ,Unions condemn PM’s comments that he may disregard recommendations of independent review bodies ,Neutral,0.9968994855880737,Neutral,0.999646782875061
none,none,none,0,0.0,0,0.0
2023-06-25T12:00:14.583Z,The Bank of England must have the courage of its convictions,Britain’s economy will not get back to 2 per cent inflation without a sharp slowdown ,Neutral,0.9999628067016602,Negative,0.9999164342880249
2023-06-25T11:00:14.608Z,How hot is eurozone inflation?,Market Questions is the FT’s guide to the week ahead,Neutral,0.9924924969673157,Neutral,0.991395890712738
2023-06-25T04:00:14.778Z,UK electricity network faces ‘mind-boggling’ scale of change over net zero,Investors behind monopolies face navigating demands of regulators and communities on bumpy path to cleaner energy ,Neutral,0.9851127862930298,Negative,0.9336184859275818
2023-06-25T04:00:14.769Z,Is the UK finally getting over the great Brexit schism?,Leavers are growing less attached to their vote in the referendum than Remainers — creating electoral problems for Conservatives ,Neutral,0.949910581111908,Negative,0.9998965263366699
2023-06-25T04:00:14.766Z,Motor insurers endure worst underwriting conditions in a decade,Sharp rises in the cost of used cars and repairs eviscerates margins,Negative,0.9999245405197144,Negative,0.9985320568084717
2023-06-25T03:00:14.430Z,Mystery Mayfair property deals show gaps in UK transparency drive ,Some MPs are pushing for more information about the overseas entities that own British assets,Neutral,0.7872824668884277,Neutral,0.9998434782028198
2023-06-24T18:05:34.494Z,Australian police raid Britishvolt owner over suspected tax fraud,David Collard bought the UK’s best hope for a homegrown battery champion out of administration,Neutral,0.5317904353141785,Positive,0.772052526473999
2023-06-24T15:37:51.555Z,Scotland leader says poll victory will provide mandate to negotiate independence,Humza Yousaf discards predecessor’s plan to use next UK election as a de facto referendum,Neutral,0.9994425177574158,Neutral,0.9999830722808838
2023-06-24T04:00:25.245Z,Making downsizing easier could help Britain’s housing crisis,Shuffling the pack by liberating under-occupied homes will have a bigger impact than building new ones,Positive,0.9968055486679077,Neutral,0.9808818101882935
2023-06-24T04:00:24.989Z,"Churchill, the BBC and the battle for impartiality",Playwright Jack Thorne on a 1926 dispute over coverage of the General Strike and what it tells us about balanced broadcasting today,Neutral,0.9985467791557312,Negative,0.9467743039131165
2023-06-24T04:00:24.914Z,How to join gilts buyers as yields grow,Popularity soars in government bonds maturing in the next two years,Positive,0.9865639209747314,Neutral,0.9995488524436951
2023-06-24T03:00:22.979Z,British MPs warn Israel anti-boycott law could also stifle criticism of China,Opponents fear bill to stop public bodies adopting ‘own foreign policy’ will not apply exclusively to any state,Negative,0.9999942779541016,Neutral,0.9998427629470825
2023-06-23T20:00:09.936Z,"Scrapping ‘non-dom’ tax perk would net £3.6bn a year for UK, says study ","Researchers claim few beneficiaries would leave Britain, but advisers warn of damaging effect",Neutral,0.9998226761817932,Negative,0.9998171925544739
2023-06-23T18:04:44.150Z,Hunt aims to channel more pension investments into UK companies,Chancellor to use keynote speech to outline how British retirement funds could put more money into riskier assets,Neutral,0.99997878074646,Neutral,0.9999547004699707
none,none,none,0,0.0,0,0.0
2023-06-23T17:00:09.888Z,It is time for the UK to think like an emerging market,"For the situation to improve, policymakers must act as if they are under a stabilisation programme",Neutral,0.9988514184951782,Neutral,0.9874486327171326
2023-06-23T16:41:29.058Z,Investors bet UK interest rates will soar to 25-year high ,"Following aggressive Bank of England rate rise, swaps markets predict borrowing costs will hit 6.25% in February",Positive,0.8412884473800659,Neutral,0.921029806137085
2023-06-23T16:39:17.725Z,Heathrow summer strike threat lifted as improved pay deal agreed,Airport security staff call off action but junior doctors announce longest walkout in NHS history,Positive,0.9254389405250549,Neutral,0.9998401403427124
2023-06-23T16:15:34.821Z,UK banks agree to 12-month delay on home repossessions,Deal with Treasury comes as interest rates forecast to peak at 6.25% and house prices to fall 10%,Neutral,0.997658371925354,Negative,0.9997991919517517
none,none,none,0,0.0,0,0.0
2023-06-23T15:57:30.907Z,UK services sector price rises deliver blow to BoE inflation plans ,"Far more of companies surveyed passing on costs to consumers than cutting them, new data show",Positive,0.9957868456840515,Neutral,0.9992521405220032
