Date,world_Titles,world_Subtitles,titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTLabel,Subtitles_finBERTScore
2023-07-02T23:01:34.863Z,Japanese business urged to act on ‘sustainable capitalism’ pledge,Companies are under pressure to lift pay to spur growth after 30 years of deflation and stagnant wages,Neutral,0.9996203184127808,Negative,0.9999735355377197
2023-07-02T23:01:34.858Z,Colourful facade hides flaws in Japan’s ‘green’ waste policy,The country’s incinerators turn much of its rubbish into electricity — and greenhouse gases,Neutral,0.5805444121360779,Neutral,0.9997275471687317
2023-07-02T23:01:34.858Z,Companies tap Niigata prefecture’s traditional sustainability,Rice-based plastics and natural snow cooling systems offer ways to help meet climate goals,Neutral,0.9998186230659485,Positive,0.9968335032463074
2023-07-02T23:01:34.850Z,Japan Inc must do more to reduce greenwashing risks,Many companies and financial institutions lack expertise or evidence to support sustainability and ESG claims,Neutral,0.5004554390907288,Negative,0.9263991117477417
2023-07-02T23:01:34.849Z,Japan’s food producers aim to cultivate a taste for fake fish,Anxiety over self-sufficiency and dwindling fish stocks spurs manufacturers to cook up plant-based alternatives,Neutral,0.999790370464325,Negative,0.9970731735229492
none,none,none,0,0.0,0,0.0
2023-07-02T22:58:59.227Z,HSBC poaches senior Middle East team from Credit Suisse,none,Neutral,0.9996452331542969,0,0.0
2023-07-02T21:51:40.103Z,Macron meets ministers to thrash out response to unrest,"Parisian authorities set to deploy 7,000 extra police officers in French capital",Neutral,0.9974666833877563,Neutral,0.9999858140945435
2023-07-02T18:56:55.031Z,Police killing of teenager Nahel reopens old wounds for France’s minorities ,Residents of the ‘banlieues’ say the 17-year-old’s death showed that little had changed since the serious disturbances of 2005 ,Neutral,0.999422550201416,Negative,0.7423855662345886
2023-07-02T17:33:50.002Z,Starmer faces Labour unrest over ‘witch-hunt’ to stifle dissent,Disquiet in main UK opposition party as Corbyn ally John McDonnell fears suspension and threat of expulsion hangs over centrist figure,Negative,0.9999232292175293,Neutral,0.9807440638542175
2023-07-02T17:17:43.310Z,"Thames Water crisis could hit UK investment, ministers warn",Utility seeks £1bn to shore up finances amid concern that investment in US is more attractive,Negative,0.9997634291648865,Positive,0.9999397993087769
2023-07-02T17:00:34.591Z,UK’s mortgage relief measures risk a financial shortfall in later life ,Advisers warn of higher total interest payments and threat to retirement savings ,Negative,0.9694468379020691,Negative,0.999755322933197
2023-07-02T16:11:46.577Z,Call for UK to use co-investment with pension funds to drive backing for riskier assets,ABI trade body pushes for state support ahead of sector reforms being unveiled by chancellor,Neutral,0.9999532699584961,Neutral,0.9910839796066284
2023-07-02T15:22:05.299Z,US universities must find new ways to promote inclusion,Supreme Court ruling should not deter efforts to create equality of opportunity,Neutral,0.9744453430175781,Neutral,0.7433145046234131
2023-07-02T14:32:33.236Z,The wonder of Wimbledon ,"As London goes tennis mad, FT Globetrotter celebrates the world’s greatest Grand Slam with everything from a guide to trophy favourites, a fiendish quiz, to where to watch the tennis in the capital, from Wimbledon pubs to fancy terraces in town ",Neutral,0.9912816286087036,Neutral,0.9926884174346924
2023-07-02T13:00:34.808Z,Spanish election favourite vows to overhaul windfall tax,People’s party leader disappoints banks and energy groups by not pledging to scrap levy,Neutral,0.7135933041572571,Neutral,0.7970055937767029
2023-07-02T13:00:34.774Z,The EU must realise that economic security begins at home,It will be easier to derisk relations with China if Europeans can build a strong domestic market,Neutral,0.9997465014457703,Positive,0.999990701675415
2023-07-02T11:00:37.804Z,Is the US labour market cooling?,Market Questions is the FT’s guide to the week ahead,Neutral,0.9982099533081055,Neutral,0.991395890712738
2023-07-02T09:15:48.742Z,China urges developing countries to oppose ‘unrealistic’ shipping levy ,"Emissions tax would impose high costs on maritime trade, says world’s largest exporter",Neutral,0.9995710253715515,Negative,0.9466935396194458
2023-07-02T08:34:13.086Z,France endures fourth night of violence and looting after police shooting ,Interior minister says intensity of protests is fading but Macron cancels visit to Germany,Neutral,0.9808261394500732,Neutral,0.512474775314331
none,none,none,0,0.0,0,0.0
2023-07-02T06:00:34.351Z,US incomes: American way of thrive triggers sticker shock Premium content,Economic indicators suggest the country is more prosperous than 50 years ago but more Americans feel pessimistic,Neutral,0.5750516653060913,Positive,0.5765929222106934
2023-07-02T04:00:36.550Z,Bond fund giant Pimco prepares for ‘harder landing’ for global economy,CIO Daniel Ivascyn says the market is ‘too confident in the quality of central bank decisions’,Neutral,0.999616265296936,Negative,0.7877902388572693
2023-07-02T04:00:36.524Z,US private equity faces extra scrutiny under new merger review rules ,"Antitrust agencies’ overhaul adds to growing checks on sector and will delay deals, say lawyers",Negative,0.9998663663864136,Neutral,0.4052008092403412
2023-07-02T04:00:36.489Z,Belarus: an ever growing dependency on Russia,Alexander Lukashenko claims he can be loyal to Moscow while staying independent. But sanctions have left the country even more reliant on Russia’s economy,Negative,0.892677366733551,Neutral,0.8319376707077026
none,none,none,0,0.0,0,0.0
2023-07-02T04:00:36.469Z,"Latest criminal case against Istanbul mayor is ‘baseless’, lawyer says",Erdoğan administration accused of misusing law to discredit popular opposition politician ,Neutral,0.995079755783081,Negative,0.9382025599479675
2023-07-02T04:00:36.461Z,Greenhill boss set for $78mn payout in sale to Mizuho,Japanese bank agreed to pay more than twice the boutique’s share price in $550mn deal announced in May,Neutral,0.999957799911499,Neutral,0.9999691247940063
none,none,none,0,0.0,0,0.0
2023-07-02T04:00:36.460Z,Lessons from the Thames Water debacle,Privatised utilities face a day of reckoning caused by spectacular regulatory failure,Neutral,0.40864208340644836,Negative,0.9999657869338989
2023-07-02T04:00:36.459Z,Five Italian hotspots to book now,Heavenly holidays from Puglia to Piedmont,Neutral,0.9999773502349854,Neutral,0.9999401569366455
2023-07-02T04:00:36.457Z,Ireland and Luxembourg step up calls for tougher shadow banking rules ,Top EU fund centres want a comprehensive global approach to reining in a sector that increasingly dominates finance,Neutral,0.9121301174163818,Neutral,0.9993112087249756
2023-07-02T04:00:36.451Z,Jeff Blau rejects ‘office is dead’ claims by betting billions on new towers,Hudson Yards developer sees strong demand for ‘lifestyle offices’ despite record commercial vacancies,Neutral,0.996240496635437,Positive,1.0
2023-07-02T04:00:36.435Z,Here’s a tale of economic ‘resilience’ — but it’s not the one you think,Emerging markets are proving less vulnerable to rising interest rates than many analysts feared,Positive,0.9147956967353821,Negative,0.9847443699836731
none,none,none,0,0.0,0,0.0
2023-07-02T04:00:36.420Z,Brazilian brokerage XP looks to life after the lockdown bull market,Fintech’s chief says improving economic picture will boost recovery following group’s bumpy comedown from pandemic frenzy,Neutral,0.9998944997787476,Positive,1.0
2023-07-02T04:00:36.406Z,Miner ACG to raise $300mn in test of London’s capital markets,"Spac seeks to buy mines in Brazil in deal backed by Glencore, Stellantis and Volkswagen",Neutral,0.9996147155761719,Neutral,0.9999858140945435
2023-07-01T16:44:27.191Z,De Beers and Botswana strike deal on diamond sales after tense talks,Negotiations had raised uncertainty over strategic value of miner for owner Anglo American ,Neutral,0.9992621541023254,Negative,0.9999938011169434
2023-07-01T15:09:50.645Z,US condemns disqualification of Venezuelan opposition frontrunner,María Corina Machado was poised to challenge Nicolás Maduro in 2024 election,Negative,0.8466148376464844,Negative,0.616761326789856
2023-07-01T13:00:15.548Z,Where is the embattled UK consumer spending their money?,"Summer clothes, shorter breaks and occasional treats are in but household appliances are out ",Neutral,0.98837810754776,Neutral,0.9999955892562866
2023-07-01T13:00:15.514Z,Gilts lose out in global bond market rally,Stubborn inflation makes UK government debt a ‘huge outlier’,Negative,0.9994097948074341,Negative,0.9998857975006104
2023-07-01T12:44:18.392Z,Western-trained banker in line to lead China’s central bank,Cambridge and StanChart alum will take over a weakened PBoC,Neutral,0.9995754361152649,Neutral,0.9980252981185913
2023-07-01T12:00:15.227Z,UK dairy industry fears farm closures following processors’ price cuts,Smaller farms at risk as production costs of milk exceed the amount that most farmers are paid,Negative,0.9999996423721313,Negative,0.9988172054290771
2023-07-01T11:00:15.292Z,US Supreme Court’s conservatives solidify power in a polarising term,"Rulings on race, sexual orientation and student debt weigh on its image as justices grapple with questions over ethics",Positive,0.9999960660934448,Negative,0.692970335483551
2023-07-01T11:00:15.286Z,Biden makes big fundraising push to allay doubts over 2024 run,Campaign confident despite anxious Democratic donors and cut-price tickets for some events,Positive,0.5950220823287964,Positive,0.9997321963310242
2023-07-01T10:00:15.334Z,A glimpse of a different Russia,Yevgeny Prigozhin’s mutiny fell apart but may come to be seen as a turning point in Vladimir Putin’s 23-year rule,Neutral,0.9998455047607422,Neutral,0.9996540546417236
2023-07-01T06:00:15.255Z,Deadly ‘heat dome’ takes toll on US south and Mexico,"Extreme temperatures trap more than 110mn people living in area including Texas, Tennessee and Arkansas",Negative,0.8645263314247131,Neutral,0.9836702346801758
2023-07-01T04:00:02.837Z,"Vincent Bolloré, the conservative billionaire taking on France’s mainstream media","Having created a French version of Fox News, he now has one of the country’s most influential newspapers in his sights",Neutral,0.9998418092727661,Neutral,0.9999891519546509
2023-07-01T04:00:02.817Z,Postcard from London: reclaiming the streets from Jack the Ripper ,"As murder-themed tours have grown increasingly prevalent, residents of Spitalfields have set up their own — less bloodthirsty — alternative",Neutral,0.999879002571106,Neutral,0.9992901086807251
none,none,none,0,0.0,0,0.0
2023-07-01T04:00:02.799Z,Curator Jessica Bell Brown talks taste ,"The curator for contemporary art at the Baltimore Museum of Art loves glasses, Greek yoghurt and Gilded Age mansions",Neutral,0.9991968274116516,Neutral,0.9999958276748657
2023-07-01T04:00:02.798Z,Carbon counter: cool heads needed for air-conditioning conundrum Premium content,Increasing air-con penetration could have significant impacts on emissions — but there is plenty that can be done to mitigate it,Positive,0.9963231086730957,Neutral,0.9324252009391785
2023-07-01T04:00:02.761Z,HSBC departure spells doom for isolated experiment of Canary Wharf ,"A moated, gated, privatised space divided from the rest of London may have had its day",Neutral,0.9990254640579224,Neutral,0.9999996423721313
2023-07-01T04:00:02.634Z,A new road for Russia?,"A diminished Putin may have survived Prigozhin’s mutiny. But, argues Robert Service, history gives him little ground for optimism",Neutral,0.9997662901878357,Negative,0.9997490048408508
none,none,none,0,0.0,0,0.0
2023-06-30T23:17:21.906Z,US state department faults Biden and Trump for chaotic Afghan pullout,Probe said military planners had failed to consider ‘worst-case scenarios’ and did not properly prepare for evacuation,Negative,0.5381034016609192,Negative,0.9999089241027832
2023-06-30T22:59:36.615Z,"Live news updates from June 30: US Supreme Court strikes down Biden’s student loan relief plan, French riots plunge Macron into crisis",none,Neutral,0.8632010817527771,0,0.0
none,none,none,0,0.0,0,0.0
2023-06-30T22:05:02.209Z,How to tackle the UK’s challenges?,Winner of the 2023 FT Schools politics competition,Negative,0.9415969252586365,Positive,0.8207167983055115
2023-06-30T21:00:02.971Z,"I wanted to love driverless taxis, but then my ride took a sinister turn","San Francisco is being used as a living laboratory for robotaxis, with mixed results ",Neutral,0.9833784103393555,Neutral,0.9998331069946289
2023-06-30T20:38:14.154Z,US Supreme Court strikes down Biden’s student loan forgiveness scheme,Conservative justices also side with Christian opposed to making wedding website for same-sex couple,Negative,0.9462622404098511,Neutral,0.9999725818634033
2023-06-30T20:00:02.650Z,US listings market starts to emerge from long downturn,Thursday was busiest day for IPOs since November 2021 ,Negative,0.9365186095237732,Neutral,0.9999961853027344
2023-06-30T19:50:52.321Z,Thames Water travails threaten to plunge privatised sector into crisis ,CEO’s abrupt exit and revelations of planning for temporary nationalisation intensify scrutiny of debt-laden industry,Negative,0.9998730421066284,Negative,0.9998764991760254
none,none,none,0,0.0,0,0.0
2023-06-30T19:36:19.776Z,Poland fears Wagner in Belarus could spark migration crisis,National security chief warns paramilitaries may try to destabilise central and eastern Europe,Negative,0.9990336894989014,Neutral,0.667724072933197
2023-06-30T19:10:56.787Z,Russian insurrection: Prigozhin’s failed mutiny and the fallout,"A timeline of the Wagner militia’s shortlived uprising, its march on Moscow and what happened next",Negative,0.999995231628418,Neutral,0.9999759197235107
2023-06-30T19:00:02.602Z,YouTube cracks down on North Korean vloggers,Seoul says young influencers promoting Harry Potter and water parks are ‘psychological’ propaganda,Negative,0.9997062087059021,Neutral,0.9999032020568848
2023-06-30T18:42:09.327Z,French riots plunge Macron into fresh crisis,Far-right politician Marine Le Pen seeks to portray country’s leadership as weak,Negative,0.9999760389328003,Negative,0.986214816570282
2023-06-30T18:28:40.872Z,Sunak promises better health service soon with 15-year plan,Healthcare groups welcome ambition of long-awaited blueprint but warn more detail needed,Positive,0.9999996423721313,Positive,0.935645580291748
2023-06-30T18:25:41.033Z,Amber Rudd leads charge to shake up London gentlemen’s club ,Former Conservative minister is one of four women seeking to be the first female members of Pratt’s,Neutral,0.9999852180480957,Neutral,0.9998841285705566
2023-06-30T18:03:45.347Z,Thames Water shareholder shows support for troubled company ,Universities Superannuation Scheme gives backing to turnround plan as Severn Water boss tries to rally sector against nationalisation,Positive,0.9999943971633911,Neutral,0.8287944197654724
2023-06-30T18:02:22.428Z,Putin seeks to show Russian elite he is ‘strong emperor’,President mingles with crowds as he tries to repair image after coup attempt ,Positive,0.9951700568199158,Neutral,0.9999797344207764
2023-06-30T17:58:32.940Z,England’s ill-fated experiment with privatising water,Problems at Thames show how sector was reshaped by financial engineering,Neutral,0.9871538281440735,Negative,0.9999476671218872
2023-06-30T17:48:59.405Z,Can China’s charm offensive with business ease US tensions?,"At this week’s ‘Summer Davos’, officials tried to dispel thoughts of ‘decoupling.’ But geopolitical friction was never far away",Negative,0.5276105999946594,Negative,0.7643014788627625
2023-06-30T17:36:29.982Z,"Austerity is back, and this time it’s monetary",The Bank of England must avoid overdosing the economy and tolerate above-target inflation for a little longer,Negative,0.5087661743164062,Negative,0.7418459057807922
2023-06-30T17:15:02.587Z,Double dose of inflation news cheers investors,"Also in this newsletter: Apple valuation back above $3tn, factory activity shrinks again in China, science round-up ",Positive,0.7771289944648743,Negative,0.9954172372817993
2023-06-30T17:14:35.233Z,Odey Asset Management pushes to restructure one of its oldest funds,Move to rehome Freddie Neave’s portfolio follows in the wake of sexual assault claims against firm’s founder,Neutral,0.9990068078041077,Neutral,0.894378662109375
2023-06-30T17:10:39.566Z,Brazilian court votes to bar Bolsonaro from political office until 2030 ,Decision a blow to rightwing former president’s hopes of a swift comeback ,Neutral,0.99994957447052,Negative,0.9939334988594055
none,none,none,0,0.0,0,0.0
2023-06-30T17:10:30.147Z,City veteran Montague takes on next challenge at Thames Water,Former colleagues say new chair will need all his experience of government and business to fix debt-laden utility,Neutral,0.8944354057312012,Neutral,0.9999423027038574
2023-06-30T16:47:27.117Z,Riots underscore depth of France’s social tensions ,The death of a teenager at the hands of the police presents Emmanuel Macron with a new challenge,Neutral,0.9997137188911438,Negative,0.9998918771743774
2023-06-30T16:41:04.611Z,Von der Leyen rejects ECB worries over levy on frozen Russian assets,Central bank fears damage to euro while EU leaders want more detail before endorsing plan,Neutral,0.7675800919532776,Negative,0.9938094019889832
2023-06-30T16:29:10.158Z,Auditors flag issue with Scottish National party’s accounts,Accountants provide a qualified audit opinion after highlighting missing documents,Neutral,0.6367520093917847,Neutral,0.9999313354492188
none,none,none,0,0.0,0,0.0
2023-06-30T16:25:59.326Z,Partygate inquiry official Sue Gray to start work for Labour in September ,Whitehall vetting body finds no evidence ex-senior civil servant favoured opposition party in old job,Neutral,0.9866133332252502,Neutral,0.9999375343322754
2023-06-30T16:00:02.504Z,Green shoots after Greece’s devastating 2021 fires,"The forests of Euboea were turned to ash in the blaze but, two years later, there are lessons in its gradual recovery",Negative,0.509375810623169,Positive,0.5274361371994019
none,none,none,0,0.0,0,0.0
2023-06-30T15:58:00.805Z,The looming US student loan repayment shock in charts,"Millennials, Gen-Xers, pensioners . . .  say farewell to about $15.8bn of monthly spending power",Negative,0.9930641055107117,Positive,0.9983953833580017
2023-06-30T15:56:47.780Z,Will Jeremy Hunt’s cost of living ‘action plan’ rescue UK consumers?,Campaigners say more needs to be done in the battle to reduce bills and increase savings rates,Neutral,0.673008143901825,Neutral,0.9769986271858215
2023-06-30T15:53:43.618Z,Austrian authorities seize vast terror arsenal from cell of neo-Nazis,Raid on neo-Nazi network exposes growing terror threat of extremist groups in Europe ,Neutral,0.5834930539131165,Negative,0.9998451471328735
2023-06-30T15:45:52.398Z,UK housing: higher interest rates support demand for rental property Premium content,Sales will continue to be impeded by rising financing costs,Positive,0.9999982118606567,Negative,0.9999994039535522
2023-06-30T15:43:11.098Z,Chinese tech group joins the battle on falling birth rate,Trip.com to offer new parents bonuses to help solve population decline,Neutral,0.9831538796424866,Neutral,0.9977211356163025
none,none,none,0,0.0,0,0.0
2023-06-30T15:12:50.319Z,Dozens of ASML shipments to China face tougher export curbs,The Netherlands seeks to align with US and Japan as introduction of licence tightens controls from September,Negative,0.999983549118042,Neutral,0.9982977509498596
2023-06-30T15:01:50.365Z,Tory minister Zac Goldsmith quits after MPs’ partygate rebuke,Boris Johnson ally attacks UK prime minister for being ‘uninterested’ in climate issues,Neutral,0.9999595880508423,Neutral,0.9784391522407532
2023-06-30T15:00:02.474Z,Britain must break out of its doom loop,"Brexit, Covid and terrible governments have left their scars but our national despondency is becoming a trap",Neutral,0.9992539286613464,Negative,0.9676081538200378
2023-06-30T14:54:04.908Z,Eurozone inflation falls to 5.5%,Persistence of core consumer price pressures raises expectations that ECB will keep raising rates ,Neutral,0.8055754899978638,Positive,0.9997418522834778
2023-06-30T14:26:03.030Z,HMRC criticised over year-long tax probe delay,Contractors challenge authority’s claims over managed service company law  ,Negative,0.9996376037597656,Neutral,0.6495630741119385
2023-06-30T13:30:22.000Z,The crisis facing the UK water industry,Plus: Appeal court’s Rwanda ruling deals a blow to ministers,Negative,0.9999960660934448,Neutral,0.9747155904769897
2023-06-30T13:08:39.211Z,Some pointless charts about the BoE’s Monetary Policy Committee,"Marking Tenrexit, with data",Neutral,0.9999090433120728,Neutral,0.9999456405639648
2023-06-30T13:00:21.119Z,HSBC accused of siding with China in tussle over pension funds,UK and US politicians express ‘deep concern’ over bank curbing withdrawals from clients trying to emigrate,Neutral,0.9928966164588928,Negative,0.9996588230133057
2023-06-30T13:00:02.498Z,Wimbledon embraces change in tennis,The sport is shifting to a younger generation of players and new forms of funding and governance,Positive,0.5123497843742371,Neutral,0.9997656941413879
2023-06-30T13:00:02.484Z,The battle to preserve the Supreme Court’s legitimacy Premium content,Chief Justice John Roberts is trying to shore up the court’s reputation as a fair and consistent decision maker,Neutral,0.9521965384483337,Neutral,0.9946059584617615
2023-06-30T12:34:56.019Z,Ramaphosa cleared of wrongdoing over Phala Phala theft,State ombudsman says no evidence South African president abused his power over incident at his private game farm ,Negative,0.9573200345039368,Negative,0.6949751377105713
2023-06-30T11:30:02.359Z,Republican candidate Chris Christie: ‘Trump wants to be Putin in America’,The former New Jersey governor on his mission to stop the ex-president returning to power ,Neutral,0.9999644756317139,Neutral,0.9535343647003174
2023-06-30T11:19:30.981Z,Wagner is the monstrous legacy of a Russian mercenary tradition,Private contractors and paramilitary forces have stained modern European history with blood and terror,Neutral,0.9999828338623047,Neutral,0.9946866035461426
2023-06-30T11:00:02.471Z,US election 2024: Republican presidential candidates,A rundown of the leading hopefuls and several long-shot contenders,Neutral,0.9999626874923706,Negative,0.9219372868537903
none,none,none,0,0.0,0,0.0
2023-06-30T11:00:02.431Z,Academics fire carbon ‘arbitrage’ warning Premium content,"Also in today’s newsletter, electric vehicles craze ignites demand for clean nickel in Africa",Neutral,0.973505437374115,Neutral,0.79831463098526
2023-06-30T10:28:43.156Z,Time to make waves in my portfolio,Slow and steady no longer does it for me — time for some fun,Neutral,0.9993051290512085,Negative,0.930080771446228
2023-06-30T10:00:02.415Z,Will beavers be eager for London life?,"Surplus Scottish rodents are to be rehomed in Ealing this autumn, where it is hoped they can help restore an ecosystem  ",Neutral,0.9999130964279175,Neutral,0.7378021478652954
2023-06-30T09:49:18.839Z,FirstFT: Bankers’ fees plunge to near-decade low,"Also in today’s newsletter, the impact on corporate diversity schemes after yesterday’s Supreme Court decision",Negative,0.9999967813491821,Neutral,0.9996839761734009
none,none,none,0,0.0,0,0.0
2023-06-30T09:24:23.562Z,UK house prices tick up despite surging mortgage rates,"Property market exceeds forecasts with 0.1% rise between May and June, lender Nationwide says",Positive,0.9794115424156189,Positive,0.9980738162994385
2023-06-30T09:07:14.354Z,Global inflation tracker: see how your country compares on rising prices,Inflationary pressures are beginning to wane,Neutral,0.9999818801879883,Negative,0.8945532441139221
none,none,none,0,0.0,0,0.0
2023-06-30T08:30:02.741Z,Rwanda plan flaws are not separate from moral argument against it ,Threats to freedom and democracy are behind pragmatic shortcomings of policy to curb small boat crossings,Neutral,0.5338302850723267,Negative,0.803886890411377
2023-06-30T06:00:34.045Z,Weak China manufacturing data adds to pressure on economy,Index of factory activity shows third consecutive month of slowdown,Negative,0.9999995231628418,Negative,0.9941799640655518
2023-06-30T05:15:28.111Z,Pakistan and IMF reach $3bn rescue funding deal,"Preliminary agreement staves off threat of default but reforms needed to resolve economic crisis, say analysts",Neutral,0.9949009418487549,Neutral,0.9932640790939331
2023-06-30T05:00:02.230Z,EU enlargement on the menu as leaders meet at breakfast Premium content,Also in this newsletter: Hungary and Poland block agreement on migration,Positive,0.9967987537384033,Neutral,0.9999916553497314
2023-06-30T04:25:44.911Z,Japanese yen falls to 7-month low against dollar,Currency close to levels of last market intervention by Tokyo,Neutral,0.9975878000259399,Neutral,0.9998961687088013
none,none,none,0,0.0,0,0.0
2023-06-30T04:00:03.771Z,Trade-off between EV sales and EU relations leaves carmakers in a fog,UK wants to increase electric car use but this will cost business tariffs under post-Brexit deal with Europe ,Neutral,0.9959014058113098,Neutral,0.9715903401374817
2023-06-30T04:00:03.734Z,Corporate diversity in the crosshairs after US Supreme Court ruling,Decision striking down affirmative action in college admissions expected to invite a wave of challenges to companies’ policies,Neutral,0.9941316246986389,Negative,0.9997134804725647
2023-06-30T04:00:03.733Z,Investors’ use of Fed overnight facility falls to lowest in a year,Usage of reverse repo facility falls by more than $200bn this month as money market funds slowly move into Treasuries,Negative,0.9985318183898926,Neutral,0.9961044788360596
2023-06-30T04:00:03.692Z,Who would want to take on a fixer-upper?,"The soaring price of materials, a lack of skilled labour and surging mortgage rates have put many renovation plans in the UK on hold",Neutral,0.9988099336624146,Negative,0.9999984502792358
2023-06-30T04:00:03.690Z,Don’t lose the exponential benefits of fractional share trading ,Barring younger traders from holding US stocks in Isas risks subtracting investor engagement ,Negative,0.48644310235977173,Negative,0.7187460064888
2023-06-30T04:00:03.687Z,The high rise and fall of Canary Wharf,HSBC’s decision to leave underlines London financial district’s need to reinvent itself again,Neutral,0.998134434223175,Negative,0.9940565824508667
2023-06-30T04:00:03.660Z,How Wagner’s march of fury brought the war home ,"Watching the destruction by Putin’s forces in Ukraine, I always knew my city of Voronezh would be in the line of fire",Neutral,0.9998887777328491,Negative,0.9854928851127625
2023-06-30T04:00:03.659Z,Alexander Lukashenko: from Putin’s puppet to Prigozhin’s saviour  ,Belarus strongman agrees to host ‘impulsive’ Russian warlord after failed mutiny,Neutral,0.9996200799942017,Neutral,0.9997819066047668
2023-06-30T04:00:03.658Z,European companies sound alarm over draft AI law,"Executives from 150 businesses, including Siemens and Heineken, highlight risks of tight regulation",Neutral,0.896990180015564,Negative,0.9999809265136719
2023-06-30T04:00:03.578Z,Accounting firms question the partnership model,BDO USA is ditching the profession’s traditional structure and becoming a corporation,Negative,0.9287084341049194,Neutral,0.9997946619987488
2023-06-30T04:00:03.577Z,Retail bond investors chase corporate issues,Hargreaves Lansdown launches corporate bond fund in response to demand,Neutral,0.999832272529602,Neutral,0.9802826642990112
2023-06-30T04:00:03.500Z,Why do some UK cities punch below their weight?,Poor transport between cities beyond the south-east is holding back Manchester and Birmingham ,Neutral,0.6708819270133972,Negative,0.9999992847442627
2023-06-30T04:00:03.378Z,Sotheby’s Klimt gives London sales a record-breaking boost,Christie’s sells Signac after settlement agreement; report finds ‘flipped’ art doubled in 2022,Positive,1.0,Neutral,0.9999878406524658
2023-06-30T04:00:03.330Z,The squeezed middle — how do managers cope?,Training and clarity on what is expected of mid-level supervisors are key for them to do their jobs well,Neutral,0.5309963226318359,Neutral,0.9990929365158081
none,none,none,0,0.0,0,0.0
2023-06-30T01:46:07.978Z,Foreign investors pile into Japan’s stock rally,Big foreign fund managers including BlackRock have helped Japanese equities to strongest first half in a decade,Neutral,0.996166467666626,Positive,1.0
2023-06-30T00:30:24.362Z,Japan looks to expand diplomatic corps in overseas charm offensive,"Foreign ministry targets 8,000 staff but may struggle to lure recruits from private sector",Positive,0.9991742968559265,Negative,0.9992852807044983
2023-06-29T23:18:28.124Z,US special envoy for Iran on leave amid security clearance review,State department’s Rob Malley expects ‘investigation to be resolved favourably and soon’,Neutral,0.9996541738510132,Neutral,0.9998964071273804
2023-06-29T23:07:13.474Z,"Live news updates from June 29: US Supreme Court curbs racial considerations in admissions, Chinese balloon used US surveillance technology",none,Neutral,0.9998816251754761,0,0.0
none,none,none,0,0.0,0,0.0
2023-06-29T23:05:03.107Z,"Overhaul of courts in England and Wales beset by problems, say MPs",Digital case-management system and delays to reforms highlighted by report,Negative,0.6981753706932068,Negative,0.999996542930603
2023-06-29T23:04:59.810Z,"Waste reduction plans in England ‘do not exist’, watchdog warns",Four years after outlining ambitious targets ministers have made little progress ,Negative,0.914846658706665,Negative,0.9999964237213135
none,none,none,0,0.0,0,0.0
