Date,uk-business-economy_Titles,uk-business-economy_Subtitles,titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTLabel,Subtitles_finBERTScore
2023-06-27T04:00:39.036Z,The return of the in-office doctor,Goldman Sachs and Morgan Stanley are among companies offering UK employees medical services on-site,Neutral,0.9500789642333984,Neutral,0.9999973773956299
none,none,none,0,0.0,0,0.0
2023-06-27T04:00:39.032Z,Why higher rates risk reigniting intergenerational conflict,A cohort of people in their mid-30s have probably been pummelled twice by monetary policy over the past decade,Neutral,0.48779547214508057,Neutral,0.9920692443847656
2023-06-27T04:00:38.588Z,HSBC exit a sign of Canary Wharf’s post-pandemic woes,Bank’s departure is latest blow to the east London financial district that rose in the wake of Thatcher’s ‘Big Bang’ reforms,Negative,0.8996420502662659,Neutral,0.8001754879951477
none,none,none,0,0.0,0,0.0
2023-06-27T04:00:38.470Z,Managed by Macquarie: the Australian group with a grip on global infrastructure  ,"The investment management company was a pioneer in turning public utilities into lucrative assets, but does that model make for good policy?",Neutral,0.9999905824661255,Positive,0.9979817867279053
2023-06-26T23:01:57.328Z,"UK shop price inflation eased in June, industry figures show",Decline helped by second consecutive monthly fall in the growth of food costs as retailers discount many staples,Neutral,0.9841641783714294,Positive,0.9999889135360718
2023-06-26T23:01:22.023Z,Rail operators draw up plans to close most ticket offices in England ,"Move to redeploy staff, long advocated by train companies, set to exacerbate protracted industrial dispute ",Neutral,0.9999841451644897,Negative,0.6004993319511414
2023-06-26T18:36:23.259Z,Hunt demands action from banks to reward savers,Chancellor warns companies risk a regulatory crackdown if they do not pass on higher interest rates ,Neutral,0.977249264717102,Negative,0.9999191761016846
2023-06-26T18:35:30.615Z,Defence secretary calls for greater share of UK spending on military,Wallace comments come ahead of publication of plan to reshape armed forces in wake of Russia’s invasion of Ukraine,Neutral,0.9959393739700317,Neutral,0.9222955107688904
none,none,none,0,0.0,0,0.0
2023-06-26T04:00:05.823Z,Investors still need to adjust to a world of higher interest rates,Markets may no longer be able to rely upon monetary policy as an inevitable shock absorber,Negative,0.9594706892967224,Negative,0.5557997226715088
2023-06-26T04:00:05.601Z,Scientists and industry leaders warn UK and EU over Horizon delays ,Leading figures frustrated over ‘absurd’ delays to Britain rejoining research programme,Neutral,0.9717042446136475,Negative,0.9990587830543518
2023-06-26T03:00:04.869Z,"Shortage of HGV mechanics threatens UK supply chains, warns sector",Industry leaders say the UK could suffer a repeat of the empty shelves that hit shops in 2021,Negative,0.9999805688858032,Negative,0.9999988079071045
2023-06-25T18:25:46.600Z,Labour under pressure to adopt election pledge on free school meals ,Call by unions and mayors for universal policy clashes with party determination to control spending,Neutral,0.65865159034729,Neutral,0.9992448091506958
2023-06-25T12:35:58.150Z,Rishi Sunak defends possible curbs on UK public sector pay ,Unions condemn PM’s comments that he may disregard recommendations of independent review bodies ,Neutral,0.9968994855880737,Neutral,0.999646782875061
2023-06-25T12:00:14.583Z,The Bank of England must have the courage of its convictions,Britain’s economy will not get back to 2 per cent inflation without a sharp slowdown ,Neutral,0.9999628067016602,Negative,0.9999164342880249
2023-06-25T11:00:14.608Z,How hot is eurozone inflation?,Market Questions is the FT’s guide to the week ahead,Neutral,0.9924924969673157,Neutral,0.991395890712738
2023-06-25T04:00:14.778Z,UK electricity network faces ‘mind-boggling’ scale of change over net zero,Investors behind monopolies face navigating demands of regulators and communities on bumpy path to cleaner energy ,Neutral,0.9851127862930298,Negative,0.9336184859275818
2023-06-24T18:05:34.494Z,Australian police raid Britishvolt owner over suspected tax fraud,David Collard bought the UK’s best hope for a homegrown battery champion out of administration,Neutral,0.5317904353141785,Positive,0.772052526473999
2023-06-24T04:00:25.245Z,Making downsizing easier could help Britain’s housing crisis,Shuffling the pack by liberating under-occupied homes will have a bigger impact than building new ones,Positive,0.9968055486679077,Neutral,0.9808818101882935
2023-06-24T04:00:24.914Z,How to join gilts buyers as yields grow,Popularity soars in government bonds maturing in the next two years,Positive,0.9865639209747314,Neutral,0.9995488524436951
2023-06-23T20:00:09.936Z,"Scrapping ‘non-dom’ tax perk would net £3.6bn a year for UK, says study ","Researchers claim few beneficiaries would leave Britain, but advisers warn of damaging effect",Neutral,0.9998226761817932,Negative,0.9998171925544739
2023-06-23T18:04:44.150Z,Hunt aims to channel more pension investments into UK companies,Chancellor to use keynote speech to outline how British retirement funds could put more money into riskier assets,Neutral,0.99997878074646,Neutral,0.9999547004699707
2023-06-23T17:00:09.888Z,It is time for the UK to think like an emerging market,"For the situation to improve, policymakers must act as if they are under a stabilisation programme",Neutral,0.9988514184951782,Neutral,0.9874486327171326
none,none,none,0,0.0,0,0.0
2023-06-23T16:41:29.058Z,Investors bet UK interest rates will soar to 25-year high ,"Following aggressive Bank of England rate rise, swaps markets predict borrowing costs will hit 6.25% in February",Positive,0.8412884473800659,Neutral,0.921029806137085
2023-06-23T16:39:17.725Z,Heathrow summer strike threat lifted as improved pay deal agreed,Airport security staff call off action but junior doctors announce longest walkout in NHS history,Positive,0.9254389405250549,Neutral,0.9998401403427124
2023-06-23T16:15:34.821Z,UK banks agree to 12-month delay on home repossessions,Deal with Treasury comes as interest rates forecast to peak at 6.25% and house prices to fall 10%,Neutral,0.997658371925354,Negative,0.9997991919517517
2023-06-23T15:57:30.907Z,UK services sector price rises deliver blow to BoE inflation plans ,"Far more of companies surveyed passing on costs to consumers than cutting them, new data show",Positive,0.9957868456840515,Neutral,0.9992521405220032
none,none,none,0,0.0,0,0.0
2023-06-23T13:15:27.106Z,Bank of England governor’s plea for wage restraint cuts little ice with workers,"Economists say febrile jobs market is driving price pressures, with central bank tightening set to continue until it cools down ",Neutral,0.9330739378929138,Negative,0.9999918937683105
2023-06-23T11:21:23.848Z,Royal Ascot looks to a future without Queen Elizabeth,Famous event faces financial uncertainty and challenges from animal rights campaigners without its royal champion ,Neutral,0.999993085861206,Negative,0.9999529123306274
none,none,none,0,0.0,0,0.0
2023-06-23T10:00:09.990Z,What to say about house prices at a dinner party,"The topic is back in the news and we haven’t a clue, as usual",Neutral,0.9998979568481445,Neutral,0.9891184568405151
2023-06-23T10:00:09.988Z,"If the UK doesn’t play the strategic policy game, of course it will lose ",The market will deliver — but only if the government sets a consistent set of rules ,Negative,0.9989732503890991,Neutral,0.9999401569366455
2023-06-23T09:11:06.916Z,UK services sector slows as businesses raise prices,Flash PMI services output index eases to three-month low of 53.7,Negative,0.9999784231185913,Positive,0.9632056355476379
2023-06-23T08:30:10.648Z,Ever tougher for Tories and Bank of England to avoid public blame in meme age,Political communication has shifted outside leaders’ control as global economic factors appear less at fault for crises,Negative,0.9986799359321594,Neutral,0.9418303370475769
2023-06-23T04:00:10.832Z,Banks must play fair as mortgage rates rise ,"As millions brace for the impact of more expensive home loans, here’s my don’t panic guide to what happens next",Neutral,0.9756740927696228,Neutral,0.9287421703338623
none,none,none,0,0.0,0,0.0
2023-06-23T03:00:09.394Z,Sing it loud: Britain’s grassroots music scene is under threat,The closure of small independent venues puts at risk the lifeblood of one of the UK’s big cultural exports,Negative,0.9999970197677612,Negative,0.9994358420372009
2023-06-22T23:02:19.414Z,MPs call for better pension scheme safeguards after UK’s LDI crisis,Report criticises lax oversight that created threat to economy after Truss ‘mini’ Budget,Positive,0.9999889135360718,Negative,0.9915856122970581
2023-06-22T23:02:12.741Z,UK consumers gain confidence for fifth consecutive month in June,Survey made before Bank of England’s surprise decision to raise interest rates to 5%,Positive,1.0,Neutral,0.9992399215698242
2023-06-22T23:02:06.114Z,"Just 12% of audits by English local government bodies completed on time, MPs find",Ministers told to get a grip on oversight after MPs finds huge backlog of unaudited accounts ,Neutral,0.999933123588562,Neutral,0.9876512289047241
2023-06-22T21:19:49.830Z,UK ‘global outlier’ as inflation refuses to fall,"Also in this newsletter: Xi’s ‘dictator’ fury, German carmakers and slave labour, pasta makers in hot water",Negative,0.9944313168525696,Neutral,0.9999443292617798
2023-06-22T17:47:12.349Z,Sunak’s future looks tied to success of fight on inflation ,Prime minister and chancellor back BoE governor’s decisions despite restive Tory MPs eyeing impending election  ,Neutral,0.9928969740867615,Neutral,0.8564428687095642
2023-06-22T17:10:07.881Z,Bank of England raises interest rates by 0.5 percentage points,Sunak expresses support for decision and vows to keep tight grip on fiscal policy to help curb inflation  ,Neutral,0.9999096393585205,Neutral,0.9998353719711304
2023-06-22T16:57:25.474Z,The Bank of England’s credibility is still on the line,Half-point rise was a necessary signal of intent to get a grip on inflation,Neutral,0.9998010993003845,Neutral,0.7507553100585938
2023-06-22T16:28:33.210Z,UK mortgage borrowers face greater pain as BoE raises rates,Brokers warn latest inflation figures will pile pressure on central bank,Negative,0.9999051094055176,Negative,0.9999666213989258
2023-06-22T16:28:22.084Z,Bailey seeks to get on front foot in fight against inflation,UK central bank aims to regain credibility with half-percentage-point rate rise,Neutral,0.9966642260551453,Positive,0.9999722242355347
2023-06-22T12:16:48.503Z,Sterling fails to find boost from BoE rate rise ,Pound gives up early gains as investors worry about recession after bigger-than-expected 0.5 percentage point increase,Negative,0.9999769926071167,Positive,0.9189532995223999
2023-06-22T11:10:55.047Z,DS Smith pre-tax profits soar 75% on price rises as demand slumps,Cardboard-box maker suffers first decline in volume in 15 years ,Positive,0.9999996423721313,Negative,0.9999922513961792
2023-06-22T08:13:26.838Z,Bank of England faces calls for tougher action in rate decisions,Central bank poised to raise cost of borrowing at its noon announcement in effort to curb inflation,Negative,0.9999066591262817,Positive,0.9998151659965515
2023-06-22T04:00:10.935Z,The Bank of England must do whatever it takes to tame inflation,Britain’s difficulties have been compounded by an insufficient response,Neutral,0.9997668862342834,Negative,0.9999926090240479
none,none,none,0,0.0,0,0.0
2023-06-22T04:00:10.933Z,Bundesbank lessons for today’s central bankers,"When wage and price increases become tightly intertwined, the damaging ratchet can be hard to eliminate",Neutral,0.7849939465522766,Negative,0.9852397441864014
2023-06-21T23:01:09.876Z,"UK needs pension ‘superfunds’ to drive business investment, says think-tank",Resolution Foundation says managers need to be put under more pressure to invest for the long term,Neutral,0.9972454309463501,Neutral,0.6230115294456482
2023-06-21T21:22:56.454Z,Latest delays to HS2 forecast to add £366mn to soaring final bill,"Ministers’ decision to push back section of high-speed rail link will drive up costs, according to government estimates ",Negative,0.9992049336433411,Neutral,0.9888529777526855
2023-06-21T17:48:05.777Z,Stubborn UK inflation piles pressure on Bank of England to raise rates,May figure of 8.7% higher than expected after prices rise across range of goods and services,Negative,0.9999788999557495,Positive,0.9998430013656616
none,none,none,0,0.0,0,0.0
2023-06-21T17:14:10.082Z,Sunak’s election strategy under threat as economic gloom intensifies,PM’s ability to provide voters with big tax cuts may be thwarted by high inflation and weak public finances,Negative,0.9997623562812805,Negative,0.9999992847442627
2023-06-21T14:46:00.688Z,"So long, and thanks for all the fixed-rate mortgages?",A hitchhiker’s guide to the housing market,Neutral,0.9987057447433472,Neutral,0.9998931884765625
none,none,none,0,0.0,0,0.0
2023-06-21T13:12:49.758Z,UK rents increase at fastest pace for 7 years ,Rental price growth is highest in London as prospective homebuyers are put off by soaring borrowing costs,Positive,0.9999436140060425,Positive,1.0
2023-06-21T12:31:55.696Z,UK inheritance tax set for record receipts,£1.2bn raised in April and May alone,Neutral,0.999815046787262,Neutral,0.9999876022338867
2023-06-21T09:24:24.684Z,How high will rates go?,Stubborn inflation data comes on the eve of Bank of England’s rate-setting meeting,Neutral,0.9968146681785583,Neutral,0.9999663829803467
2023-06-21T08:31:29.342Z,UK government debt surpasses GDP for first time in 62 years,Public sector net borrowing doubled to £20bn in May,Positive,0.9962164759635925,Neutral,0.9849713444709778
2023-06-21T06:28:13.929Z,Personal inflation calculator: what is your inflation rate?,"As the cost of living continues to rise, find out how much inflation could affect your personal finances",Neutral,0.999916672706604,Neutral,0.9641581773757935
none,none,none,0,0.0,0,0.0
2023-06-21T04:00:44.481Z,Pension tax upheaval boosts wealth managers,Rich clients rush to profit from giveaway but must consider wider picture,Positive,0.999996542930603,Neutral,0.9963713884353638
2023-06-21T04:00:44.066Z,Property-owning south Asian families face IHT challenges ,Many immigrant-origin people are missing the benefits of portfolio diversification  ,Negative,0.9999812841415405,Neutral,0.48158949613571167
2023-06-21T04:00:44.066Z,Should the Bank of England adopt the Fed’s ‘dot plots’?,The UK central bank’s forthcoming review must reform how it conveys its forecasts,Neutral,0.9999728202819824,Neutral,0.9994109869003296
2023-06-21T03:00:42.858Z,Mass UK house repossessions unlikely despite soaring mortgage rates,"Regulatory reforms, increased levels of equity and fixed deals should protect many homeowners",Negative,0.993720531463623,Positive,0.9999992847442627
2023-06-20T23:02:13.493Z,Big UK retailers named and shamed for failing to pay minimum wage,"More than 200 companies fined total of £7mn for breaching rules that hit 63,000 workers",Negative,0.6809784173965454,Neutral,0.9796382188796997
2023-06-20T19:07:18.494Z,Hunt calls in banks for talks over spiralling UK mortgage costs,Chancellor wants lenders to help struggling households more and rules out fiscal support,Neutral,0.9975687861442566,Neutral,0.9998968839645386
2023-06-20T18:00:42.688Z,Schools in England warn pupil safety at risk as repair funds dwindle,Education leaders say buildings ‘not fit for purpose’ as maintenance investment falls,Negative,0.9997881054878235,Neutral,0.9995755553245544
2023-06-20T17:10:51.892Z,Rolls-Royce boss hails recovery in long-haul jet demand,"China’s recovery ‘stronger than we expected’, says chief Tufan Erginbilgic at Paris Air Show",Negative,0.5869305729866028,Positive,1.0
2023-06-20T16:17:33.396Z,Osborne insists austerity prepared UK well for pandemic,Former chief medical officer blames disinvestment for the lack of resilience in public health when Covid struck,Neutral,0.9100167155265808,Negative,0.9999788999557495
2023-06-20T15:58:18.481Z,Labour party outlines vision for UK foreign policy overhaul,Shadow minister David Lammy announces measures aimed at protecting supply chains and improving EU relations,Neutral,0.9530932307243347,Positive,0.9999442100524902
2023-06-20T12:50:30.308Z,How the bond market is driving up UK mortgage rates,Surge in borrowing costs reflects shift in gilts and interest rate swaps,Neutral,0.9982205033302307,Negative,0.5535018444061279
2023-06-20T09:34:31.835Z,"UK grocery inflation eases for third month, Kantar data shows","Pace of supermarket price increases slows to 16.5%, suggesting rate may have peaked",Neutral,0.5444707870483398,Negative,0.9996256828308105
2023-06-20T04:00:59.277Z,Politicians must send the right signals on ‘green’ jobs,"Without clear incentives from government, demand for employment in the decarbonisation effort will continue to lag behind",Neutral,0.9999711513519287,Negative,0.9999568462371826
2023-06-20T04:00:59.274Z,Can I give my girlfriend income from my rental property?,She earns much less than I do and I would like to help her to top up her pension savings ,Neutral,0.9999443292617798,Neutral,0.9974080920219421
none,none,none,0,0.0,0,0.0
2023-06-20T03:00:58.198Z,First-time buyers struggle as mortgage products cut by 40%,Rising interest rates prompt lenders to clamp down on borrowers with small deposits,Negative,0.9999982118606567,Negative,0.9998612403869629
2023-06-20T03:00:58.193Z,Will a Bank of England rate rise be enough to calm UK markets?,Traders and economists hoping for clues to how the central bank will tackle persistent inflation and spiralling mortgage rates ,Neutral,0.9821711778640747,Neutral,0.9546669721603394
2023-06-19T19:05:44.458Z,UK warned against being ‘overly reliant’ on Chinese EV batteries,Badenoch speaks out as deal between Tata and China’s Envision for Britain’s second big factory expected soon,Negative,0.9998279809951782,Neutral,0.9999943971633911
2023-06-19T18:57:25.942Z,Two-year UK mortgage rate rises above 6% ,For first time since 2008 two-year gilts also pass 5% ahead of expected increase in interest rates this week ,Positive,0.99965500831604,Positive,0.928799033164978
none,none,none,0,0.0,0,0.0
2023-06-19T16:54:47.793Z,The great British mortgage squeeze,Regaining control over inflation is the best way to support homeowners,Neutral,0.9978540539741516,Positive,0.9999990463256836
2023-06-19T16:11:38.376Z,Scottish government sets out plan for written constitution,First minister Humza Yousaf wants to safeguard rights contained in the ECHR,Neutral,0.9999898672103882,Neutral,0.9980979561805725
none,none,none,0,0.0,0,0.0
2023-06-19T15:40:59.984Z,Next raises profit forecast as salary rises and warm weather spur sales,UK high street bellwether reports better than expected performance as wage settlements kick in,Positive,0.9999994039535522,Positive,1.0
2023-06-19T13:18:57.346Z,Other big UK business lobby groups refuse to attend meetings with CBI,Exile from ‘B5’ ministerial contact body complicates organisation’s attempts to recover from misconduct scandal,Negative,0.945473313331604,Neutral,0.7099602818489075
