Date,us_Titles,us_Subtitles,titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTLabel,Subtitles_finBERTScore
2023-06-29T17:37:35.214Z,Chancellor’s ‘stealth tax’ sweeps earners into higher-rate bands,Number of higher-rate taxpayers set to surge to 5.6mn ,Neutral,0.9923263788223268,Positive,0.9998024106025696
2023-06-29T17:28:51.981Z,"Chinese balloon was using US surveillance technology, finds FBI",Preliminary analysis was shared with lawmakers earlier this year,Neutral,0.9997016787528992,Neutral,0.9999971389770508
2023-06-29T17:08:36.246Z,US Supreme Court curbs consideration of race in university admissions,Decision set to have wide-reaching effects for affirmative action and other diversity programmes in America,Neutral,0.9998571872711182,Neutral,0.999809205532074
2023-06-29T17:06:10.067Z,Ex-Pfizer employee charged with insider trading over Covid treatment,Massachusetts police chief and former pharmaceutical executive also among those indicted by federal prosecutors,Neutral,0.999958872795105,Neutral,0.9986658096313475
none,none,none,0,0.0,0,0.0
2023-06-29T16:55:06.780Z,Putin’s fragility is a moment for western resolve,Ukraine’s allies should not be deterred from stepping up support,Neutral,0.9917541742324828,Neutral,0.8694244623184204
2023-06-29T16:30:38.373Z,Investors must realise the pendulum of history is swinging to Bidenomics,"An explicit repudiation of the Reagan era will make some in the financial sector nervous, but they cannot ignore it",Neutral,0.9863502383232116,Negative,0.999850869178772
2023-06-29T15:22:37.004Z,Now is a time of tough choices — including on the 2% inflation target,That goal should be subject to public scrutiny and judged against the demands of the moment,Negative,0.8368101119995117,Neutral,0.9994745850563048
2023-06-29T11:00:24.226Z,The energy transition will be volatile Premium content,"Also in today’s newsletter, scorching heat in Texas drives power demand to record highs",Negative,0.7685678005218506,Positive,0.999998927116394
2023-06-29T04:00:25.110Z,Bank of America nurses $100bn paper loss after big bet in bond market,Sum more than double the cost to other US lenders that channelled flood of deposits to cash,Negative,0.9713037014007568,Neutral,0.8812430500984192
2023-06-29T04:00:25.018Z,The irresistible comedic value of Trump,"Whether we find his humour amusing or offensive, the spectacle is compelling enough to keep us watching",Neutral,0.999913215637207,Positive,0.9979203343391418
2023-06-29T04:00:24.743Z,How the US and Europe can beat China’s Belt and Road,Washington and Brussels need to emphasise open and fair dealing in their developing-world rivalry with Beijing,Neutral,0.9989421963691713,Neutral,0.9997676014900208
2023-06-28T20:33:27.904Z,"Big US banks would lose $541bn in doomsday scenario, predicts Fed",Annual stress tests show lenders with more than enough capital to weather economic catastrophe,Negative,0.9993315935134888,Neutral,0.6002275347709656
2023-06-28T19:13:39.949Z,Biden touts ‘Bidenomics’ as antidote to failed trickle-down policies ,US president defends his economic record in Chicago speech as he faces tough re-election fight,Neutral,0.9977923631668092,Negative,0.863426923751831
2023-06-28T18:45:52.984Z,New idea to revamp Penn Station would pay billionaire Dolan roughly $500mn,Proposal led by Italy’s ASTM would knock down New York City’s Hulu Theater to create soaring train hall,Neutral,0.9999687671661376,Neutral,0.9138706922531128
2023-06-28T17:20:40.716Z,Central bank chiefs warn interest rates will keep rising,"Fed, ECB and other leaders say tight labour markets mean most aggressive tightening in a generation must continue",Neutral,0.8446301221847534,Neutral,0.7578182816505432
2023-06-28T17:15:09.503Z,Aerospace industry races to catch up as travel demand surges,"Also in this newsletter: crisis at Thames Water, deepfake scams, tackling the menopause taboo",Positive,0.6072002649307251,Neutral,0.99735426902771
2023-06-28T16:41:50.319Z,US weighs tougher restrictions on AI chip exports to China,Semiconductor makers Nvidia and AMD could be hit by update of controls that were introduced in October,Negative,0.9998263716697692,Negative,0.9200464487075806
2023-06-28T13:53:57.529Z,EU rejects US offer to end steel tariff dispute ,Brussels and Washington need to find solution by October to avert trade war,Neutral,0.8394859433174133,Neutral,0.9996898174285888
none,none,none,0,0.0,0,0.0
2023-06-28T12:19:29.308Z,How to avoid the shallow end of pool design,Somewhere to swim in the garden is enticing — the trick is to make it blend with its surroundings,Neutral,0.9976636171340942,Neutral,0.9999947547912598
2023-06-28T11:00:09.458Z,How heat discrimination divides US cities — right down to the trees,"Segregated and poorer areas were designed to be unequal, including the planting that helps cut temperatures",Neutral,0.9999948740005492,Negative,0.9939833283424376
2023-06-28T04:00:10.079Z,White House embraces ‘Bidenomics’ as it seeks to woo sceptical voters,US president to deliver speech touting economic agenda as he seeks more credit for his efforts amid re-election bid,Neutral,0.9250497221946716,Neutral,0.980338454246521
2023-06-28T04:00:10.021Z,The return of quantitative easing,Stock to be boosted by increasing levels of global liquidity in markets,Neutral,0.998102366924286,Positive,0.9999998807907104
none,none,none,0,0.0,0,0.0
2023-06-27T21:45:36.709Z,Ivanka Trump cut loose from Trump Organization fraud lawsuit,"Claims brought by New York attorney-general against former president’s daughter were too old, appeals court rules",Neutral,0.5103328824043274,Neutral,0.98123699426651
2023-06-27T21:05:57.676Z,Nikki Haley says Trump lacked ‘moral clarity’ in dealings with China’s Xi,Republican presidential contender criticises Biden administration’s relations with Beijing in speech,Negative,0.9532194137573242,Negative,0.8902162313461304
none,none,none,0,0.0,0,0.0
2023-06-27T16:21:37.877Z,America is feeling buyer’s remorse at the world it built,Jake Sullivan has called for a new ‘foreign policy for the middle class’. But what does that really mean?,Neutral,0.9991840720176696,Neutral,0.9998430013656616
2023-06-27T15:12:43.965Z,US Supreme Court affirms state courts’ authority over election rules,Attempt to expand state lawmakers’ power over running federal polls is rejected,Neutral,0.9983716607093812,Neutral,0.9718434810638428
2023-06-27T11:04:48.264Z,"US dollar to maintain dominance over next decade, say central banks","OMFIF survey points to only ‘gradual’ decline in dollar’s share of global reserves, despite calls for alternatives  ",Positive,0.9962546825408936,Negative,0.8563456535339355
2023-06-27T09:41:16.217Z,US hits at Israel’s plans for more settler homes in West Bank,Washington says move to expand Jewish settlements in occupied territory is ‘an obstacle to peace’,Neutral,0.9998606443405152,Neutral,0.981918215751648
2023-06-27T09:09:55.477Z,China’s premier criticises west’s de-risking drive at ‘Summer Davos’,Li Qiang denounces economic ‘politicisation’ and defends globalisation in World Economic Forum address,Negative,0.98249614238739,Neutral,0.999858260154724
none,none,none,0,0.0,0,0.0
2023-06-27T04:00:39.037Z,FT readers: your favourite outdoor urban swimming spots around the world ,"From Tel Aviv to Texas, via Sydney and San Francisco, you share your top spots for an open-air dip in the city",Neutral,0.999478042125702,Neutral,0.9999691247940063
2023-06-26T20:12:41.948Z,New York office market bolstered by sale valuing tower at $2bn,SL Green shares jump 20% after deal with Japan’s Mori Trust for stake in Park Avenue building,Positive,0.9999991655349731,Neutral,0.999981164932251
2023-06-26T16:11:45.987Z,Hollywood producer says champagne gifts for Netanyahu may have been ‘excessive’,Arnon Milchan testifies at Israeli prime minister’s corruption trial ,Negative,0.9997521042823792,Neutral,0.9994359612464904
2023-06-26T13:00:05.306Z,The blossoming US-Indian romance Premium content,"As with many budding relationships, a word of caution may be in order",Neutral,0.9997066855430604,Neutral,0.988514244556427
2023-06-26T09:00:05.075Z,Silicon Valley chiefs urge Pentagon procurement overhaul,Open letter designed to apply pressure on US government to open up $886bn defence budget to start-ups,Neutral,0.9941260814666748,Neutral,0.986856997013092
2023-06-26T04:00:05.862Z,US shale oil and gas producers pull back after commodity price drop,Dallas Fed posts score of zero for business activity growth in the second quarter among 150 companies in its region,Negative,0.8536177277565002,Neutral,0.7073807120323181
2023-06-26T04:00:05.826Z,Tesla dominates US single-stock leveraged and inverse ETFs,"There are 29 such funds in the market with $1.3bn in assets, but $1bn is in ETFs targeting the performance of Tesla",Neutral,0.9999874830245972,Neutral,0.9999995231628418
2023-06-26T04:00:05.596Z,A twirl around New York’s cocktail scene with master mixologist Leo Robitschek ,"An expert guide on where to drink, dine, dance — and make ceramics",Neutral,0.9999984502792358,Neutral,0.9999982118606568
2023-06-25T11:00:14.608Z,How hot is eurozone inflation?,Market Questions is the FT’s guide to the week ahead,Neutral,0.9924924969673156,Neutral,0.991395890712738
2023-06-25T06:00:14.405Z,"Tap-screen tipping: awkwardly, it is here to stay Premium content",Academic research suggests recommended tips can be advantageous for workers,Neutral,0.9992768168449402,Neutral,0.7303755879402161
2023-06-25T04:00:14.751Z,Financial storm bears down on US commercial real estate,Long-awaited reckoning arrives as building loans come due at time of scarcer credit,Negative,0.9982604384422302,Negative,0.8442129492759705
2023-06-24T13:00:44.497Z,China’s premier avoids ‘factional confrontation’ with Europe on maiden trip,Li Qiang says EU ‘de-risking’ strategy need not jeopardise economic ties with Beijing,Neutral,0.5916452407836914,Neutral,0.6244313716888428
2023-06-24T09:00:44.039Z,US Supreme Court’s abortion ruling remains a ‘live wire’ a year on,Planned Parenthood president says raft of new restrictions will mobilise voters in 2024 and beyond,Neutral,0.9999842643737792,Neutral,0.999974012374878
2023-06-23T19:00:09.893Z,Britain is falling behind when it comes to the misuse of NDAs,Businesses need to wake up to the inevitable cultural and legislative change,Negative,0.9926239252090454,Negative,0.7773484587669373
none,none,none,0,0.0,0,0.0
2023-06-23T18:24:50.662Z,How India is slowly moving into the American orbit,New Delhi still fiercely defends its neutrality. But wariness of China is pushing it ever closer to Washington,Neutral,0.9981864094734192,Negative,0.9747337102890016
2023-06-23T17:56:08.344Z,US brings first charges against Chinese entities over fentanyl ‘precursors’,Prosecutors say defendants helped supply chemicals fuelling deadly opioid crisis that has killed thousands,Neutral,0.7152462005615234,Negative,0.9784716963768004
2023-06-23T17:12:11.802Z,A first step in repairing US-China ties,Washington and Beijing must prevent a bad relationship from becoming a catastrophic one,Neutral,0.9781845211982728,Neutral,0.6972013115882874
2023-06-23T17:02:21.986Z,"Investors’ Chronicle: Halma, Berkeley Group, IG Design  ",Companies analysis from our sister publication,Neutral,0.999933123588562,Neutral,0.9999983310699464
none,none,none,0,0.0,0,0.0
2023-06-23T17:00:09.872Z,Hunter Biden: president’s son in Republican crosshairs,A chaotic career and personal struggles have not dented his bond with his father,Neutral,0.9999713897705078,Negative,0.9720830321311952
2023-06-23T16:55:41.553Z,San Antonio Spurs look to French basketball sensation Wemby to revive fortunes,NBA team hopes 7ft 4in teenage star Victor Wembanyama will transform its prospects,Neutral,0.998431384563446,Positive,0.99864262342453
none,none,none,0,0.0,0,0.0
2023-06-23T16:51:17.035Z,Yellen defends dollar as Brics nations debate reserve status,South Africa’s president Cyril Ramaphosa says greenback’s dominance is ‘on the agenda’ for Brics meeting ,Neutral,0.997334897518158,Neutral,0.9999974966049194
2023-06-23T13:00:09.866Z,Prepare for the Biden impeachment circus Premium content,The Republican party as a whole is making a travesty of US democracy,Neutral,0.9806308150291444,Negative,0.6669042706489563
2023-06-23T04:00:10.721Z,San Francisco’s woes and wealth draw 2024 presidential contenders,Campaign ads spotlight the city’s problems while candidates woo its donor base ,Neutral,0.8518651127815247,Negative,0.9995960593223572
2023-06-23T04:00:10.720Z,US-listed ETFs enjoy $40bn bonanza in just one week,Inflows coincided with good news on inflation and rate hikes and mean week ended June 14 ranks 6th-highest on record,Neutral,0.9999288320541382,Positive,0.9999998807907104
2023-06-22T23:53:00.880Z,Five dead after ‘catastrophic implosion’ of submersible ,Discovery comes after frantic efforts to find and rescue passengers visiting site of Titanic wreckage,Neutral,0.999900221824646,Neutral,0.999841332435608
none,none,none,0,0.0,0,0.0
2023-06-22T19:35:31.974Z,Breaking: Financial plumbing,Jane Street beset by toxic flow,Neutral,0.9984863996505736,Neutral,0.9999053478240968
2023-06-22T19:32:31.373Z,Stockton Rush’s vision ends in tragedy for Titan submersible ,Supporter of risk-taking entrepreneur behind doomed Titanic mission compares him to Wright brothers flight pioneers,Neutral,0.999997615814209,Neutral,0.9992280006408693
2023-06-22T19:29:19.268Z,US and India announce defence and technology deals during Modi visit,Agreements signal Washington’s intent to draw New Delhi closer as it seeks to counter China’s influence,Neutral,0.9999891519546508,Neutral,0.9998378753662108
2023-06-22T16:26:24.029Z,Rescuers find ‘debris’ in submersible hunt,US and Canadian teams were making last push to find crew of five which went missing during a dive to the Titanic wreck,Neutral,0.9999556541442872,Neutral,0.9995903372764589
2023-06-22T16:11:35.989Z,US to lend $9.2bn for Ford battery plants in clean energy push,Record loan from Department of Energy to help fund new factories in Tennessee and Kentucky,Neutral,0.999959111213684,Neutral,0.6907213926315308
2023-06-22T12:05:26.864Z,US overtakes China as market for South Korean goods ,Shifts in supply chains part of changing pattern of global trade,Neutral,0.9633582830429076,Neutral,0.7945044040679932
2023-06-22T11:09:33.170Z,"North American Pavilion, London: ‘A more tender approach to design’ ",This short show brings together eight of the continent’s newer galleries that champion work from ‘outside the canon’,Neutral,0.9988617897033693,Neutral,0.9999961853027344
2023-06-22T11:00:49.899Z,China’s dominance of solar poses difficult choices for the west,The unpalatable truth is that green technologies mean we will have to find ways to co-operate with Beijing,Negative,0.9996808767318726,Negative,0.653556764125824
2023-06-22T11:00:49.872Z,Cleantech arms race is ‘good for climate’ Premium content,"Also in today’s newsletter, the ever-shrinking shale rig count",Positive,0.9999992847442628,Neutral,0.8632418513298035
2023-06-22T04:00:10.996Z,"US cannot rely on allies to meet climate goals, warns Mitsubishi",Domestic manufacturing and ‘friendshoring’ will struggle to supply the clean energy boom,Neutral,0.5961223244667053,Negative,0.9999996423721312
2023-06-22T04:00:10.933Z,Bundesbank lessons for today’s central bankers,"When wage and price increases become tightly intertwined, the damaging ratchet can be hard to eliminate",Neutral,0.7849939465522766,Negative,0.9852397441864014
2023-06-22T04:00:10.737Z,A guide to the best Japanese restaurants in our cities,"As part of an ongoing FT Globetrotter and Nikkei collaboration, Nikkei correspondents and staff posted in our cities reveal their favourite places to find their home country’s cuisine at its very best ",Positive,0.9998409748077391,Neutral,0.9957849383354188
2023-06-22T04:00:10.674Z,Treasury investors bet on US falling into recession,Yield-curve inversion suggests high chance of economic downturn but riskier assets remain buoyant,Positive,0.7257347702980042,Positive,0.9999996423721312
2023-06-22T04:00:10.646Z,Trump’s rivals vie for piece of evangelical ‘love fest’,Republican candidates leverage their faith to woo Christians who play a big role in their party’s nomination contest,Neutral,0.9996238946914672,Neutral,0.9984833598136902
none,none,none,0,0.0,0,0.0
2023-06-22T04:00:10.632Z,ESG investors play the long game,"‘Green’ funds’ performance has suffered, but clearer labelling should help consumers",Positive,0.9949299693107604,Negative,0.9947718977928162
2023-06-21T21:50:23.197Z,Top US official to meet Ukraine war sceptics,"Jake Sullivan to fly to Copenhagen at Kyiv’s request to meet India, Brazil and others in ‘global south’",Neutral,0.999200999736786,Neutral,0.9999879598617554
2023-06-21T18:34:00.635Z,Search for missing submersible focuses on ‘underwater noises’ ,US coastguard warns no guarantee that sounds detected by sonar buoys are coming from vessel,Neutral,0.9999901056289672,Neutral,0.920905590057373
2023-06-21T17:34:06.428Z,Powell says US inflation battle not over but defends ‘prudent’ pause,"Central bank has ‘long way to go’ to tame price pressures, argues Fed chair ",Positive,0.926827073097229,Neutral,0.9923651814460754
none,none,none,0,0.0,0,0.0
2023-06-21T17:15:12.692Z,Saving capitalism from the culture wars,Investors and companies must make the case that ESG is not about ideology,Positive,0.999433696269989,Neutral,0.99969744682312
2023-06-21T14:10:31.356Z,China furious after Biden calls Xi a ‘dictator’,President’s ‘absurd’ comments about spy balloon incident threaten to undermine efforts to improve Sino-US relations ,Negative,0.9325067400932312,Negative,0.9999966621398926
none,none,none,0,0.0,0,0.0
2023-06-21T13:13:52.510Z,US justice Samuel Alito defends fishing trip with billionaire Paul Singer,Supreme Court judge insists ‘no obligation’ to recuse himself from cases involving conservative hedge fund manager ,Neutral,0.999583899974823,Neutral,0.9984311461448668
2023-06-21T11:36:44.599Z,The Lex Newsletter: US auto loans hit traffic Premium content,More Americans are falling behind on their car payments and near-prime borrowers are the worst hit,Neutral,0.9958993792533876,Negative,0.9999942779541016
2023-06-21T10:57:02.843Z,America’s lavish red carpet for Modi,Biden’s India charm offensive is all about China,Neutral,0.9996232986450196,Neutral,0.9892460703849792
2023-06-21T09:44:01.580Z,India’s Modi embarks on US state visit to deepen defence and tech ties,New Delhi seeks to narrow rival Beijing’s lead in critical technologies,Neutral,0.9999934434890748,Positive,0.7725686430931091
2023-06-21T06:28:13.929Z,Personal inflation calculator: what is your inflation rate?,"As the cost of living continues to rise, find out how much inflation could affect your personal finances",Neutral,0.999916672706604,Neutral,0.9641581773757936
none,none,none,0,0.0,0,0.0
2023-06-21T04:00:44.482Z,Singapore’s GIC accelerates US deals as China cools,Sovereign wealth fund with estimated $700bn under management is targeting venture capital and technology companies,Positive,0.9993093013763428,Neutral,0.9999991655349731
2023-06-21T04:00:44.478Z,Rwanda criticised for backing rebels in DRC accused of atrocities ,Kigali denies UN report claiming its forces made ‘direct interventions’,Negative,0.5439918041229248,Neutral,0.9994542002677916
2023-06-20T20:00:42.685Z,Slowdown in junk-rated loan market hits US corporate borrowing plans,"CLOs’ appetite for debt wanes due to limits on purchases, pushing up cost of capital as economy slows",Negative,0.999992847442627,Negative,0.9946072697639464
2023-06-20T18:29:57.248Z,"Chinese spy facilities in Cuba are ‘serious concern’, says Blinken",White House says Beijing has had intelligence relationship with Havana ‘for quite some time’ ,Negative,0.9999165534973145,Neutral,0.9995796084403992
2023-06-20T16:59:03.112Z,Hunter Biden hit with federal tax and firearm charges,Republicans claim prosecutors were too lenient in case involving US president’s son,Negative,0.9553287625312804,Neutral,0.8869466185569763
2023-06-20T16:30:46.097Z,German chancellor presses China to give western companies ‘level playing field’ ,Olaf Scholz tells Chinese premier Li Qiang he wants economic co-operation to continue,Neutral,0.9999836683273317,Neutral,0.9995532631874084
2023-06-20T12:25:44.107Z,Desperately seeking soft landing,"Trapped, metaphorically, by metaphor",Negative,0.8257486820220947,Neutral,0.9998563528060912
2023-06-20T12:21:05.803Z,Cruelty does not bring order when it comes to refugee policy,Last week’s catastrophe off the Greek coast brought home the need to design more effective migrant management systems ,Neutral,0.999171495437622,Neutral,0.6846569180488586
2023-06-20T11:50:40.517Z,Stop trying to rationalise western populism,"Unlike the eastern kind, of the likes of Viktor Orbán, it is not about very much",Negative,0.5826334357261658,Neutral,0.998803734779358
2023-06-20T10:00:43.100Z,Silicon Valley VCs rush into defence technology start-ups,War in Ukraine and geopolitical tensions lead to belief that fledgling companies will get a share of US Pentagon budget,Neutral,0.99747496843338,Negative,0.7999444007873535
2023-06-20T04:00:59.251Z,Anti-ESG funds fail to gain traction in the US ,Morningstar data shows sales peaked in the third quarter of 2022,Negative,0.999997615814209,Negative,0.9971809387207032
2023-06-20T04:00:59.005Z,Can Iran’s march to nuclear statehood be halted? ,"As the Islamic republic enriches uranium to higher levels than ever, western diplomats try to reignite talks",Negative,0.98233163356781,Neutral,0.953665852546692
2023-06-20T00:47:53.541Z,Xi sees ‘progress’ in China-US ties at meeting with Blinken,China’s leader hints at truce in acrimony between Beijing and Washington during secretary of state’s visit,Positive,0.9512843489646912,Neutral,0.999976396560669
2023-06-19T11:41:50.213Z,Visa/Mastercard: US market slow to diversify credit card processing Premium content,Introducing smaller players and novel technologies could create hacking vulnerabilities,Negative,0.9948582649230956,Negative,0.9748086929321288
none,none,none,0,0.0,0,0.0
2023-06-19T11:40:53.921Z,Europe has fallen behind America and the gap is growing,"From technology to energy to capital markets and universities, the EU cannot compete with the US",Positive,0.9074556231498718,Negative,0.9531019926071168
2023-06-19T11:00:57.810Z,US homebuilders: new construction a rare bright spot in real estate gloom Premium content,"While sales of previously owned homes are down, prices have held steady",Positive,0.999974489212036,Negative,0.921147644519806
2023-06-19T10:00:57.788Z,"‘We can de-risk but not decouple’ from China, says Raytheon chief",Head of aerospace and defence group says western manufacturers will find it impossible to completely cut ties ,Neutral,0.9824658632278442,Negative,0.7806380987167358
2023-06-19T04:00:43.530Z,Experimental gene therapy tests US system of fast-track drug approval,FDA considers clearing a treatment for Duchenne muscular dystrophy despite lack of ‘unambiguous evidence’ it works  ,Positive,0.8074482083320618,Neutral,0.9981024861335754
none,none,none,0,0.0,0,0.0
2023-06-19T04:00:43.529Z,The best Japanese restaurants in New York: an expat’s guide,"From splash-out omakase to ramen and hotpot joints, a Nikkei correspondent reveals her tried and tested favourites for authentic Japanese cuisine",Positive,0.5374021530151367,Neutral,0.9998670816421508
2023-06-19T00:30:42.733Z,China’s university exam promotes Xi’s cult of personality,The notoriously challenging ‘gaokao’ is testing students on the president’s nationalist credo,Neutral,0.9999394416809082,Neutral,0.9962801337242126
none,none,none,0,0.0,0,0.0
2023-06-18T20:00:42.735Z,India’s power minister accuses west of hypocrisy over energy transition,Official says foreign subsidies are undermining renewable industries ahead of Modi’s US state visit,Neutral,0.9739975929260254,Neutral,0.9678369760513306
2023-06-18T20:00:42.705Z,How Hong Kong’s multinationals and global funds are preparing for the worst,Corporate contingency planning in the territory will be a litmus test for assessments of China risk,Neutral,0.9262472987174988,Neutral,0.999835729598999
2023-06-18T16:42:47.505Z,Go big or go where? The new political dilemma,Labour’s £28bn plan in the UK is a sign of demands on public purses globally,Neutral,0.9962148070335388,Neutral,0.9353947639465332
2023-06-18T15:58:06.445Z,Blinken meets China’s foreign minister in Beijing in bid to reboot relations,US secretary of state’s visit is most hopeful sign since spy balloon incident dragged relations to new lows,Neutral,0.999980330467224,Positive,0.7252532839775085
2023-06-18T11:00:42.710Z,Will the US Treasury yield curve invert further?,Market Questions is the FT’s guide to the week ahead,Neutral,0.5094316005706787,Neutral,0.991395890712738
none,none,none,0,0.0,0,0.0
2023-06-18T05:38:43.777Z,Washington’s embrace of Modi carries a price,Concerns over democratic standards will be set aside as the US regales India’s leader this week,Neutral,0.9999010562896729,Negative,0.8638720512390137
2023-06-18T04:00:59.204Z,Rate rises erode investors’ incentive to hold US companies’ shares,"Three-month Treasuries to yield as much as bonds and equities over the next year, analysts predict",Neutral,0.7713743448257446,Neutral,0.9999648332595824
2023-06-18T04:00:59.104Z,America is telling a very different story about trade,A paradigm shift is under way — even if the details are still catching up with the narrative,Neutral,0.99841570854187,Neutral,0.9972906708717346
2023-06-17T18:57:26.185Z,Biden is back on the road as Democrats worry about 2024 prospects,Polls show voters want an alternative candidate as the president stages first rally of re-election bid,Negative,0.9973408579826356,Neutral,0.999975562095642
2023-06-17T13:00:58.016Z,Frontier markets forecast to thrive as investors avoid US-China rivalry,Mercer predicts money will flow to non-aligned states that have dodged geopolitical crossfire,Positive,0.999996304512024,Neutral,0.9999384880065918
2023-06-17T13:00:58.015Z,Defaults raise alarm over stability of San Francisco’s commercial property,Owners have handed back the keys to some of the city’s most valuable real estate,Negative,0.9999721050262452,Neutral,0.7440823912620544
2023-06-17T04:00:45.387Z,Green shipping: mooted carbon tax set to make waves Premium content,"Levy, coupled with generous US subsidies for renewables, could close the cost gap with bunker fuel",Neutral,0.9609058499336244,Positive,0.9997443556785583
2023-06-17T04:00:45.240Z,US Spanish language radio start-ups pursue growing Latino clout,Americano Media and Latino Media Network raise tens of millions to reach politically influential voters,Positive,0.98071551322937,Neutral,0.9994534850120544
2023-06-16T22:03:23.170Z,Italy set to limit shareholder rights of Chinese owner in Pirelli,Data-collecting tech in tyres deemed of national security importance as governance dispute with Sinochem hots up,Neutral,0.9990841150283812,Neutral,0.8758921027183533
2023-06-16T20:00:44.592Z,Investors brace for higher rates after hawkish signals from central banks,US Federal Reserve and European Central Bank warn battle against inflation is not yet won,Negative,0.9992421865463256,Negative,0.988010585308075
2023-06-16T19:00:44.552Z,"Germany finds that on defence, growing up is hard to do",The country’s first ever national security strategy is a mixture of good and bad news,Neutral,0.5019232034683228,Neutral,0.6565768122673035
2023-06-16T18:27:57.168Z,African leaders begin peace mission to Ukraine and Russia,Zelenskyy calls for ‘real withdrawal’ after holding meetings with delegation that was met by air raid sirens in Kyiv,Neutral,0.999244213104248,Neutral,0.9999819993972778
2023-06-16T17:24:17.991Z,US health insurers: higher bills to follow as seniors book deferred operations Premium content,Sector leader UnitedHealth looks best placed to absorb any rise in medical expenses,Neutral,0.981494963169098,Positive,0.9999998807907104
2023-06-16T17:00:44.501Z,"A paper trail is a pillar of democracy, as Trump and Johnson have discovered",Controlling the historical narrative is a weapon in the arsenal of authoritarianism,Neutral,0.9998728036880492,Neutral,0.999584972858429
none,none,none,0,0.0,0,0.0
2023-06-16T13:00:44.457Z,Putting the US Back in USTR Premium content,The benefits of US trade need to start with the working people first,Neutral,0.9993020296096802,Neutral,0.9923883080482484
2023-06-16T10:42:12.968Z,US small-cap stock rally outpaces larger peers,Analysts warn that Russell 2000 may not sustain its momentum as effects of interest rate rises start to be felt ,Positive,0.9999969005584716,Negative,0.9999995231628418
2023-06-16T09:06:49.788Z,Xi meets ‘old friend’ Gates ahead of Blinken’s China visit,President’s first confirmed contact with a US business leader this year signals tentative dialogue reopening,Neutral,0.9996119141578674,Neutral,0.999698281288147
2023-06-16T08:30:48.455Z,"Two friends, one angling fantasy in Montana",A writer and photographer embark on a fly-fishing trip to one of the world’s great waterways ,Neutral,0.999953031539917,Neutral,0.9999990463256836
none,none,none,0,0.0,0,0.0
2023-06-16T05:09:49.011Z,Micron to invest $600mn in Chinese factory despite Beijing chip ban,Memory-chip maker cites ‘unwavering commitment’ to China with new production line,Neutral,0.9972112774848938,Neutral,0.9979311227798462
2023-06-16T04:00:58.940Z,Trump assistant Nauta drawn into classified documents case,Former US president keeps his co-defendant close as they face federal indictment over mishandling records,Neutral,0.9993896484375,Negative,0.9816675186157228
none,none,none,0,0.0,0,0.0
