Date,uk-companies_Titles,uk-companies_Subtitles,titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTLabel,Subtitles_finBERTScore
2023-06-29T17:20:37.487Z,Why Thames Water is under growing strain,Cost of utility’s £16bn debt has surpassed price increases it has been able to pass on to consumers,Negative,0.9479248523712158,Positive,0.9995911717414856
2023-06-29T14:58:19.216Z,Bank of England unveils post-Brexit overhaul of insurers’ rules ,Central bank’s regulation arm says Solvency II proposals will ‘reduce bureaucracy’,Neutral,0.978852927684784,Positive,0.4374703764915466
2023-06-29T13:34:04.633Z,Yorkshire Water raises £500mn from shareholders to shore up finances,Fundraising comes as UK government discusses nationalisation of Thames Water ,Neutral,0.9992275238037108,Neutral,0.9999865293502808
2023-06-29T12:09:39.911Z,Hard-pressed UK households withdraw record amount from banks  ,Customers pull £4.6bn from accounts in May to pay bills and access higher interest rates,Negative,0.8871766328811646,Neutral,0.9985933899879456
2023-06-29T11:29:52.428Z,KPMG and PwC fined over Eddie Stobart audits,UK watchdog also imposes penalty on two partners following three-year investigation,Neutral,0.9971809387207032,Negative,0.9869444966316224
2023-06-29T11:25:19.522Z,Thames Water appoints Montague as chair ,Veteran troubleshooter brought in as government contemplates potential taxpayer rescue,Neutral,0.9999880790710448,Negative,0.9999662637710572
2023-06-29T04:00:25.019Z,FCA quizzes platforms on offering Odey funds to retail investors,Watchdog’s scrutiny comes after sexual assault allegations against hedge fund’s founder  ,Neutral,0.9999874830245972,Neutral,0.5909461975097656
2023-06-29T04:00:24.615Z,UK braced for Nimby wars over clean energy infrastructure,Grid upgrades to support wind power likely to spark strong objections in affected communities,Neutral,0.5786715745925903,Positive,0.9999998807907104
2023-06-29T03:00:23.798Z,Labour seeks to unlock £10bn for investment in green infrastructure,UK opposition party plans to change ‘covered bond’ rules to include environmental projects,Positive,0.6577520966529846,Neutral,0.9998880624771118
2023-06-28T19:03:35.190Z,Hunt to review profits in UK food industry supply chain,Chancellor agrees steps with regulators in response to high food inflation and the cost of living crisis,Neutral,0.9980859756469728,Neutral,0.9997171759605408
none,none,none,0,0.0,0,0.0
2023-06-28T18:07:15.504Z,UK government looks at nationalising Thames Water as crisis deepens,Ministers on standby to intervene in debt-laden business a day after abrupt exit of chief Sarah Bentley,Neutral,0.978379487991333,Neutral,0.9994460940361024
2023-06-28T17:50:10.445Z,BBC chair calls for board to re-establish confidence at broadcaster ,Dame Elan Closs Stephens’ comments come on first day in post since the departure of previous chair Richard Sharp,Neutral,0.9993426203727722,Neutral,0.9998934268951416
2023-06-28T17:37:50.362Z,UK water sector faces biggest crisis since Thatcher’s 1989 privatisation,Contingency plan to rescue Thames Water with others also struggling under debt burden,Negative,0.9940832257270812,Negative,0.9999889135360718
2023-06-28T16:44:23.852Z,Push payment fraud complaints rise,"Losses rose to £485mn, despite fall in cases at banks that joined compensation scheme",Positive,0.9811407327651978,Positive,0.9845955967903136
none,none,none,0,0.0,0,0.0
2023-06-28T16:02:12.242Z,Drax rules out keeping UK coal plants open this winter,Power group’s decision comes despite government request to maintain North Yorkshire facility ,Neutral,0.9998832941055298,Neutral,0.9993252754211426
2023-06-28T15:19:30.465Z,Direct Line to reassess claims after regulator discovers underpayments,FCA orders motor insurer to go through five years of payouts for written-off vehicles,Neutral,0.9995668530464172,Neutral,0.999813973903656
none,none,none,0,0.0,0,0.0
2023-06-28T15:10:47.387Z,Food retail: profiteering accusations do not stack up Premium content,"Rather than benefiting from rampant cost increases, grocers are actually getting squeezed more",Negative,0.5081542730331421,Negative,0.9910902976989746
2023-06-28T14:42:06.172Z,Pension schemes argue London listing reforms would damage City,Investors complain fundamental rights of shareholders would be threatened by FCA’s plans to attract more companies to list in the UK,Negative,0.9999668598175048,Neutral,0.7172890901565552
2023-06-28T08:33:54.576Z,Boohoo raises ‘serious concerns’ about Revolution Beauty board,War of words between companies continues after ousted senior directors reinstalled by remaining independent director,Negative,0.9998859167099,Neutral,0.9999698400497437
2023-06-28T04:00:10.236Z,So much for UK savers and homeowners — what about the have-neithers?,Research suggests 3mn people have borrowed from an illegal money lender over the past three years,Neutral,0.9997783303260804,Neutral,0.9949954748153688
2023-06-28T04:00:10.211Z,PwC tells UK staff to expect smaller pay rises and bonuses,Salary bands to be frozen for some junior auditors despite calls to catch up with high inflation,Neutral,0.9989752769470216,Neutral,0.9996551275253296
none,none,none,0,0.0,0,0.0
2023-06-28T04:00:10.207Z,Pressure to reward savers bears down on boost in UK banks’ profits ,Experts warn of ‘inflection point’ where rising interest rates no longer translate into higher margins,Negative,0.9999768733978271,Neutral,0.7206634283065796
2023-06-28T00:09:04.607Z,Thames Water chief in sudden departure amid struggle with £14bn debt pile ,"Sarah Bentley exits as concern grows over financial resilience, environmental record and lack of investment  ",Negative,0.9744128584861756,Negative,0.9991982579231262
2023-06-27T21:46:45.825Z,Boots and Walgreens to close 450 branches across UK and US,Pharmacy group slashes earnings forecast as market softens and customers tighten belts,Neutral,0.9998345375061036,Negative,0.9999991655349731
2023-06-27T18:37:18.282Z,Diageo parts ways with Diddy following racial discrimination claim ,Drinks group says rapper’s allegations that it typecast its joint brands are ‘baseless’  ,Neutral,0.999626636505127,Neutral,0.7113335132598877
2023-06-27T18:01:05.225Z,Odey Asset Management in talks with SW Mitchell over Oliver Kelton’s funds,Firm said it would shift funds to rivals following sexual assault claims against its founder,Neutral,0.9999125003814696,Neutral,0.9998117089271544
2023-06-27T14:55:09.508Z,CAB Payments targets £850mn valuation in rare bright spot for European IPOs,Shares in Italian luxury yachtmaker Ferretti rise after additional listing in Milan,Positive,0.8506388068199158,Neutral,0.9999606609344482
2023-06-27T13:49:10.912Z,UK High Court backs Sky’s multimillion-pound claim over leaky roof ,Judge tells parties to agree payout for West London headquarters or face further hearing ,Neutral,0.9033520221710204,Neutral,0.9999781847000122
2023-06-27T13:15:57.826Z,Hunt to discuss cost of living crisis with regulators,Chancellor will ask Britain’s watchdogs whether there is evidence of price gouging by companies,Neutral,0.998798370361328,Neutral,0.9999175071716307
2023-06-27T08:56:30.324Z,Aston Martin lays out plan to quadruple profit within five years,Luxury car maker seeks to boost margins and increase sales with electric push,Neutral,0.9994184970855712,Positive,1.0
2023-06-27T08:30:27.400Z,Odey Asset Management suspends flagship hedge funds,UK hedge fund manager seeks to deal with investors’ withdrawal requests following FT investigation into founder,Neutral,0.984714925289154,Neutral,0.9995887875556946
2023-06-27T08:03:41.256Z,Wise shares surge as higher interest rates drive profits,UK fintech expects benefits from monetary tightening to continue,Positive,0.9999997615814208,Positive,0.9999996423721312
2023-06-27T04:00:38.588Z,HSBC exit a sign of Canary Wharf’s post-pandemic woes,Bank’s departure is latest blow to the east London financial district that rose in the wake of Thatcher’s ‘Big Bang’ reforms,Negative,0.8996420502662659,Neutral,0.8001754879951477
2023-06-26T18:36:23.259Z,Hunt demands action from banks to reward savers,Chancellor warns companies risk a regulatory crackdown if they do not pass on higher interest rates ,Neutral,0.977249264717102,Negative,0.9999191761016846
2023-06-26T18:00:22.478Z,Aston Martin aims to hit adjusted profit and revenue targets by 2024-25,Car group bids to revive fortunes amid switch of batteries plan from Mercedes to US start-up Lucid,Neutral,0.9719746708869934,Neutral,0.8324355483055115
none,none,none,0,0.0,0,0.0
2023-06-26T17:39:23.325Z,Ares/PacWest: Barclays is strange bedfellow in $2.3bn loan deal Premium content,Private capital managers are finding benefits from doing business with the establishment,Neutral,0.99999737739563,Positive,0.9999964237213136
2023-06-26T13:14:29.665Z,Agnelli-backed fund increases Ocado stake ,Lingotto now owns more than 5% of the online supermarket and robotics company ,Positive,0.5053194165229797,Neutral,0.999982476234436
2023-06-26T11:23:16.541Z,UK lithium group warns it could go bust without £10mn cash injection,Cornish Lithium is one of the few British groups aiming to produce metal vital for electric car battery production,Neutral,0.6053629517555237,Neutral,0.9999607801437378
2023-06-26T09:47:40.891Z,HSBC set to move global HQ from Canary Wharf to central London,Expected relocation to smaller office underscores trend of companies cutting space following rise in homeworking,Neutral,0.9999948740005492,Neutral,0.9829407334327698
none,none,none,0,0.0,0,0.0
2023-06-26T09:32:13.386Z,Primark owner raises profit outlook on strong demand and higher prices ,Associated British Foods upgrade follows that of rival Next as consumer spending proves resilient despite cost of living crisis,Positive,1.0,Positive,0.6438060998916626
2023-06-25T04:00:14.778Z,UK electricity network faces ‘mind-boggling’ scale of change over net zero,Investors behind monopolies face navigating demands of regulators and communities on bumpy path to cleaner energy ,Neutral,0.9851127862930298,Negative,0.9336184859275818
none,none,none,0,0.0,0,0.0
2023-06-25T04:00:14.766Z,Motor insurers endure worst underwriting conditions in a decade,Sharp rises in the cost of used cars and repairs eviscerates margins,Negative,0.9999245405197144,Negative,0.9985320568084716
2023-06-24T04:00:25.225Z,Hybrid working: reshaping local high streets Premium content,Retail vacancy rates have improved in locations outside central London’s zone one,Positive,0.6380357146263123,Positive,0.9999945163726808
2023-06-23T17:29:56.978Z,New Hunter owner to tap brand’s British roots to give sales some welly ,Authentic pledges not to repeat mistake of previous owners with excessive focus on luxury market,Neutral,0.9947250485420228,Neutral,0.7985069751739502
2023-06-23T17:02:21.986Z,"Investors’ Chronicle: Halma, Berkeley Group, IG Design  ",Companies analysis from our sister publication,Neutral,0.999933123588562,Neutral,0.9999983310699464
2023-06-23T16:39:17.725Z,Heathrow summer strike threat lifted as improved pay deal agreed,Airport security staff call off action but junior doctors announce longest walkout in NHS history,Positive,0.9254389405250548,Neutral,0.9998401403427124
none,none,none,0,0.0,0,0.0
2023-06-23T16:19:32.138Z,Frasers’ shopping spree: Mike Ashley-owned empire snaps up stakes,Group has bought shares in retailers spanning electrical items to fast fashion ,Neutral,0.9999767541885376,Neutral,0.9999676942825316
2023-06-23T16:15:34.821Z,UK banks agree to 12-month delay on home repossessions,Deal with Treasury comes as interest rates forecast to peak at 6.25% and house prices to fall 10%,Neutral,0.997658371925354,Negative,0.9997991919517516
2023-06-23T15:57:30.907Z,UK services sector price rises deliver blow to BoE inflation plans ,"Far more of companies surveyed passing on costs to consumers than cutting them, new data show",Positive,0.9957868456840516,Neutral,0.9992521405220032
2023-06-23T11:21:23.848Z,Royal Ascot looks to a future without Queen Elizabeth,Famous event faces financial uncertainty and challenges from animal rights campaigners without its royal champion ,Neutral,0.999993085861206,Negative,0.9999529123306274
2023-06-23T09:11:06.916Z,UK services sector slows as businesses raise prices,Flash PMI services output index eases to three-month low of 53.7,Negative,0.9999784231185912,Positive,0.963205635547638
2023-06-23T06:55:25.278Z,GSK reaches first legal settlement over heartburn medicine Zantac,Deal avoids California trial over allegations that group’s medication caused cancer   ,Neutral,0.9995423555374146,Neutral,0.9815300107002258
2023-06-23T04:00:10.832Z,Banks must play fair as mortgage rates rise ,"As millions brace for the impact of more expensive home loans, here’s my don’t panic guide to what happens next",Neutral,0.9756740927696228,Neutral,0.9287421703338624
2023-06-23T04:00:10.475Z,Halfords: fickle trends can lead down a bumpy road,"The Covid cycling boom is over, sending sales downhill",Negative,0.9320483803749084,Negative,0.9999960660934448
2023-06-22T16:54:23.749Z,Ocado: Amazon bid rumours provide food for thought Premium content,UK retailer’s automated warehouses point to its potential as a pure-play tech group,Neutral,0.9991899132728576,Positive,0.9999662637710572
2023-06-22T16:28:33.210Z,UK mortgage borrowers face greater pain as BoE raises rates,Brokers warn latest inflation figures will pile pressure on central bank,Negative,0.9999051094055176,Negative,0.9999666213989258
2023-06-22T14:56:40.933Z,UK banks: interest rate benefits for banks drawing to an end Premium content,Fears that the BoE cannot quell a looming inflation spiral have damaged its reputation,Positive,1.0,Negative,0.9999903440475464
2023-06-22T12:57:28.967Z,UK bank shares fall as recession fears grow,Investors anticipate potential downturn will hit sector after Bank of England raises interest rates,Negative,0.9999990463256836,Negative,0.9981470108032228
2023-06-22T11:10:55.047Z,DS Smith pre-tax profits soar 75% on price rises as demand slumps,Cardboard-box maker suffers first decline in volume in 15 years ,Positive,0.9999996423721312,Negative,0.9999922513961792
2023-06-22T10:30:13.137Z,Ocado shares surge over Amazon bid speculation,Stock of UK online grocery business trade higher after newspaper report,Positive,0.9947311878204346,Positive,0.8243050575256348
none,none,none,0,0.0,0,0.0
2023-06-22T09:38:40.783Z,Bahrain tightens grip on McLaren with purchase of Saudi stake,Sovereign fund Mumtalakat buys shares from PIF ahead of recapitalisation of UK supercar group ,Neutral,0.9999258518218994,Neutral,0.9930825233459472
2023-06-21T23:01:09.883Z,"Theft of meat, sweets and alcohol in UK hits highest in decade","Cost of living crisis driving ‘unprecedented’ crime spate, say shopkeepers  ",Positive,0.9999984502792358,Negative,0.9968819618225098
2023-06-21T18:29:21.244Z,Odey Asset Management dumps stakes in UK companies,Hedge fund is under pressure to meet investor withdrawal requests as it reels from sexual assault allegations against its founder,Neutral,0.8999946713447571,Negative,0.9994990825653076
2023-06-21T17:36:09.225Z,UK fashion brand Christopher Kane on brink of collapse ,Retailer’s woes follow the administration of upmarket Hunter Boots,Neutral,0.999837040901184,Neutral,0.999302864074707
none,none,none,0,0.0,0,0.0
2023-06-21T14:41:36.389Z,Alfa Financial Software/EQT: six little tech companies could become five Premium content,FTSE All Share Software index will lose another member if Swedish private equity firm takes over UK software maker,Neutral,0.9846056699752808,Negative,0.9997978806495668
2023-06-21T12:28:38.146Z,Mike Ashley bought a £60mn stake in Next and no one noticed,"Registry data reveals that Frasers, the Sports Direct owner, has taken a punt on Britain’s biggest frock shop",Neutral,0.9997124075889589,Neutral,0.9184713959693908
none,none,none,0,0.0,0,0.0
2023-06-21T11:23:34.010Z,Revolution Beauty lambasts Boohoo’s call for new management ,Cosmetics group says move by retailer ‘opportunistic and self-serving’,Neutral,0.9999574422836304,Neutral,0.9998931884765624
2023-06-21T09:27:25.399Z,Halfords profits fall sharply as weaker economy hits consumer confidence,UK retailer says cycling division suffered ‘significant’ declines after end of pandemic sales boom,Negative,0.9999985694885254,Negative,0.9999943971633912
2023-06-21T08:40:41.333Z,THG chief relinquishes ‘golden share’ rights to ease governance concerns,Ecommerce group suffers shareholder rebellion against one of its directors at AGM,Neutral,0.8830336928367615,Negative,0.9992594122886658
2023-06-21T08:22:35.979Z,UK housebuilder Berkeley says interest rate fears are hitting sales,Company’s chief cautions that clarity is needed for home sales to rebound,Negative,0.8301877379417419,Negative,0.8368980288505554
2023-06-21T04:00:44.315Z,Plump for pumps if the UK wants greener heat in homes,"Upfront costs are a problem but compared with other options, the technology is efficient",Neutral,0.9996997117996216,Positive,0.9223787784576416
none,none,none,0,0.0,0,0.0
2023-06-21T03:00:42.856Z,Ruffer clients question links with Crispin Odey,Sexual assault claims against the financier have put the firm’s ties under the spotlight,Neutral,0.9966852068901062,Neutral,0.9963676929473876
2023-06-20T23:02:13.493Z,Big UK retailers named and shamed for failing to pay minimum wage,"More than 200 companies fined total of £7mn for breaching rules that hit 63,000 workers",Negative,0.6809784173965454,Neutral,0.9796382188796996
2023-06-20T19:18:48.897Z,Post Office bosses urged to return bonuses paid in error,Business committee chair asks top executives to repay ‘100%’ of payments received for work with Horizon scandal inquiry   ,Neutral,0.9885285496711732,Neutral,0.9999785423278807
2023-06-20T17:10:51.892Z,Rolls-Royce boss hails recovery in long-haul jet demand,"China’s recovery ‘stronger than we expected’, says chief Tufan Erginbilgic at Paris Air Show",Negative,0.5869305729866028,Positive,1.0
2023-06-20T12:05:54.212Z,Revolution Beauty threatens to sue co-founder and former chief ,Cosmetics group alleges Adam Minto broke fiduciary and other duties and seeks to recover ‘material sums’,Negative,0.990479052066803,Neutral,0.6571206450462341
2023-06-20T04:01:58.248Z,What is happening with Abramovich’s frozen cash? Premium content,"Plus, Italy strips China’s Sinochem of its powers at Pirelli and Manchester United’s billionaire owners must make a decision",Neutral,0.9987818598747252,Neutral,0.9999459981918336
2023-06-19T18:42:10.535Z,Marsh sued for $143mn over Greensill insurance,US group White Oak argues broker failed to pass on crucial information about collapsed firm’s cover,Neutral,0.8499454259872437,Negative,0.7041656374931335
2023-06-19T18:20:26.437Z,Odey Wealth tells customers it is ‘considering options’ for the business ,Wealth manager tries to reassure private clients as fallout from allegations against Crispin Odey grows,Neutral,0.9999651908874512,Neutral,0.9990191459655762
2023-06-19T15:46:08.755Z,Boohoo calls for leadership shake-up at Revolution Beauty ,UK fast-fashion chain is a large shareholder in beleaguered ecommerce cosmetics group ,Neutral,0.9980798959732056,Neutral,0.9999115467071532
2023-06-19T15:40:59.984Z,Next raises profit forecast as salary rises and warm weather spur sales,UK high street bellwether reports better than expected performance as wage settlements kick in,Positive,0.9999994039535522,Positive,1.0
2023-06-19T03:00:42.827Z,Financial disputes regulator plays down impact of new UK consumer protection ,Chief ombudsman says she has ‘no interest’ in pursuing spurious claims amid industry concerns  ,Negative,0.9932928085327148,Neutral,0.9984377026557922
2023-06-18T23:01:42.721Z,UK’s first deep geothermal energy project for 37 years switched on,Plant at Eden Project in Cornwall highlights opportunities of drawing heat from Earth’s core,Neutral,0.9999464750289916,Positive,0.9999877214431764
2023-06-18T21:01:13.311Z,FCA restricts movement of assets by Odey’s hedge fund,Voluntary agreement comes after founder Crispin Odey was ousted over sexual impropriety allegations,Neutral,0.9774084687232972,Neutral,0.999135673046112
2023-06-18T20:00:42.719Z,AstraZeneca drafts plan to spin off China business amid tensions,Anglo-Swedish drugmaker views listing a separate unit in Hong Kong as potential shelter from global strife,Neutral,0.9966989159584044,Neutral,0.9999344348907472
none,none,none,0,0.0,0,0.0
2023-06-18T12:45:32.349Z,"UK clean power targets are unfeasible, experts warn",Senior industry figures cast doubt on ambitious Labour and Tory plans to decarbonise the grid,Negative,0.9998453855514526,Negative,0.9999990463256836
2023-06-18T12:27:16.764Z,Ørsted warns about rising costs of UK wind development ,Danish power group wants more British support for world’s largest offshore project,Negative,0.9999828338623048,Neutral,0.5006638169288635
2023-06-18T04:00:59.096Z,Barclays set for trial over Dutch landlord derivatives losses,Social housing group came close to collapse in 2012 after it bought complex interest rate products,Neutral,0.9926591515541076,Negative,0.9964377880096436
2023-06-18T04:00:59.093Z,Shell chief sets ‘ruthless’ new course to catch up with US rivals,Sawan insists strategy to cut emissions still in place even after the oil major pledged to invest in new oil and gas production ,Neutral,0.9985781908035278,Neutral,0.9703792333602904
none,none,none,0,0.0,0,0.0
2023-06-16T21:30:44.568Z,"Spy chief, the late Martin Amis and Vogue editor receive UK honours","Business leaders including Robin Budenberg, Jeremy Darroch and Mark Thompson knighted",Neutral,0.9999617338180542,Neutral,0.999924659729004
2023-06-16T18:52:48.781Z,The week the City ditched Crispin Odey,Banks that backed the hedge fund boss for decades have severed ties after sexual misconduct allegations,Neutral,0.9999407529830932,Negative,0.9999771118164062
none,none,none,0,0.0,0,0.0
2023-06-16T15:56:38.961Z,Peel Hunt boss dismisses fears of exodus from London to New York,City broker has suffered from dearth of listings but says Wall Street’s allure for UK companies is overstated,Negative,0.9978020787239076,Negative,0.999996304512024
2023-06-16T15:22:29.716Z,High Court ruling opens door to fresh wave of Covid insurance claims,Judgment sides with businesses over policies covering closures due to infection occurring ‘at the premises’,Positive,0.8824191093444824,Neutral,0.9971987009048462
2023-06-16T14:29:27.507Z,Odey Asset Management halts trading in fourth fund,"Crispin Odey quits as a director of ICP Holdings, which operates in the Lloyd’s of London market",Neutral,0.9689686894416808,Neutral,0.9999910593032836
2023-06-16T11:56:58.062Z,Cineworld bosses secure near $35mn exit payout,CEO Mooky Greidinger and his brother Israel to receive most of the cash after group emerges from Chapter 11,Positive,0.9979654550552368,Neutral,0.999852418899536
2023-06-16T06:49:30.135Z,Tesco chief sees signs that inflationary pressures are easing,Britain’s biggest supermarket chain reports 8% increase in quarterly sales,Positive,0.9940329194068908,Positive,0.9999822378158568
none,none,none,0,0.0,0,0.0
2023-06-15T23:03:23.799Z,"Energy bills help for 1.7mn UK households took too long, say MPs",Government criticised over delays and ministers’ ‘lack of urgency’ to reform market ,Neutral,0.9593278169631958,Negative,0.9999958276748656
2023-06-15T18:49:54.695Z,Two of UK’s biggest lenders to raise mortgage rates,Pressure mounts on government struggling to contain cost of living crisis as NatWest and Nationwide push up cost of borrowing ,Neutral,0.7110022306442261,Negative,0.9999786615371704
2023-06-15T17:43:33.717Z,Hacker gang Clop deploys extortion tactics against global companies,Russian-speaking group claims to have also compromised US investment groups after UK groups reported security breaches,Neutral,0.999981164932251,Negative,0.9999866485595704
2023-06-15T17:29:37.542Z,Bullish valuation and poor economy blamed for WE Soda’s pulled IPO ,Analysts say decision adds to ‘grim outlook’ for London’s capital markets,Negative,0.9999997615814208,Neutral,0.9997974038124084
2023-06-15T17:11:00.419Z,Revolut investor cuts book value by 40%,Molten Ventures’ move follows similar decision by asset manager Schroders in April ,Negative,0.9944816827774048,Neutral,0.9999935626983644
2023-06-15T15:09:18.227Z,Informa: corporate schmoozing returns with a vengeance Premium content,Investors should stick around for more networking events,Neutral,0.9999891519546508,Neutral,0.999903678894043
2023-06-15T14:48:24.317Z,UK’s National Grid in talks with Drax to keep coal plant online ,Electricity network operator seeks deal with UK power company amid concerns over more energy market shocks,Neutral,0.999556839466095,Negative,0.9974583983421326
2023-06-15T12:43:05.183Z,Bank of England warns against reliance on reinsurers for corporate pension deals,Regulator says insurers’ increasing use of ‘funded reinsurance’ risks creating ‘systemic vulnerability’,Negative,0.980182409286499,Negative,0.9997358918190002
2023-06-15T11:27:11.904Z,Actor Idris Elba to launch marketing agency ,Business to be called Silly Face — coined by the actor to reflect need to bring back sense of fun,Neutral,0.9995532631874084,Neutral,0.9791046380996704
2023-06-15T10:58:37.967Z,SSE/water batteries: incentives needed to end storage drought Premium content,Intermittency of renewable sources means urgency is required to meet a challenging 2035 net zero deadline,Neutral,0.9794272184371948,Neutral,0.7438962459564209
2023-06-15T10:23:45.359Z,Odey Asset Management to be broken up,Firm struggles to contain fallout from sexual misconduct allegations against founder,Neutral,0.999909281730652,Negative,0.9999898672103882
2023-06-15T09:25:59.839Z,UK pub chain Fuller’s fills staffing gaps by hiring over-50s,Group reports like-for-like sales increase of 13.9 per cent in the 10 weeks to mid-June ,Neutral,0.9882744550704956,Positive,0.9999966621398926
2023-06-15T08:02:22.489Z,UK insurer Legal & General appoints Simões as chief,Santander banker to take over from Sir Nigel Wilson at FTSE 100 company,Neutral,0.9988861680030824,Neutral,0.998566210269928
2023-06-15T04:00:43.093Z,The next big battleground for the CMA Premium content,"Plus, smaller private equity firms beat the market; the Croatian retailer struggling to shake its Russian owner",Positive,0.858001708984375,Negative,0.810226559638977
none,none,none,0,0.0,0,0.0
2023-06-14T18:17:32.004Z,HSBC agrees new terms for stalled sale of French banking unit,Cerberus’s My Money Group to inject more capital to satisfy regulators in deal whose delay was blamed on rising rates,Neutral,0.9996905326843262,Neutral,0.6364448666572571
2023-06-14T17:56:55.516Z,Fresh blow to City as WE Soda pulls $7.5bn London IPO,Industrial material producer blames ‘cautious investors’ over what had been set to be LSE’s largest listing this year ,Neutral,0.7362112402915955,Negative,0.9999996423721312
2023-06-14T17:23:18.241Z,UK train drivers’ union secures new 6-month strike mandate,Vote by Aslef members risks prolonging disruption to rail services across England ,Positive,0.7454726099967957,Negative,0.9997722506523132
2023-06-14T16:49:01.050Z,Shell pledges to invest in new oil and gas production for years to come,Chief executive Wael Sawan says company remains ‘committed’ to its fossil fuel divisions,Neutral,0.9998548030853271,Neutral,0.9998067021369934
none,none,none,0,0.0,0,0.0
2023-06-14T16:36:03.278Z,Odey Asset Management’s fight for survival ,What lies ahead for the hedge fund in the wake of sexual assault claims against its founder?  ,Negative,0.7667648792266846,Neutral,0.6556944251060486
