Date,"Advanced Micro Devices, Inc. _FT_Title","Advanced Micro Devices, Inc. _FT_Subtitle",titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTScore,Subtitles_finBERTLabel
2023-01-05T06:30:24+0000,Tesla shares are no longer insane Premium content,"...Tesla was wildly overpriced, and now its valuation is reverting to a more normal level.

Tesla’s enterprise value (its market capitalisation plus its net debt) in November 2021 was $1.2tn....",Neutral,0.9996926784515381,0.6691346764564514,Neutral
none,"Live news updates from April 19: Tesla margins narrow, UK inflations stays in double digits",none,Negative,0.9999611377716064,0.0,0
2023-02-16T21:11:56+0000,"Tesla to recall nearly 363,000 cars over self-driving software flaw",...Tesla sold 1.3mn vehicles worldwide last year....,Neutral,0.9974149465560913,0.9999995231628418,Neutral
2023-02-16T19:18:17+0000,Tesla workers claim they were fired in retaliation for union drive,...Tesla and Musk did not immediately respond to requests for comment....,Negative,0.5226849913597107,0.9999370574951172,Neutral
none,none,none,0,0.0,0.0,0
2023-05-17T09:35:23+0000,FirstFT: Ageing populations hit government credit ratings,...Tesla will “try a little advertising” says Elon Musk....,Negative,0.9962051510810852,0.9999607801437378,Neutral
2023-02-04T00:23:04+0000,Elon Musk wins investor lawsuit over Tesla ‘funding secured’ tweet,"...“When Elon tweets about Tesla, people listen,” Porritt said....",Neutral,0.6543045043945312,0.9999927282333374,Neutral
2023-01-05T11:53:39+0000,"OK, 2022 was a disaster for Tesla. What next?","...He doesn’t have a position in Tesla’s stock.

Despite Tesla surrendering a good portion of its frothy gains in 2022, it is off to a poor start already in the new year....",Negative,0.9978252649307251,0.9999754428863525,Negative
2023-01-25T21:41:09+0000,Tesla aims to build 1.8mn cars this year but warns of challenges ahead,...Earlier this month Tesla slashed prices for its vehicles....,Negative,0.9999663829803467,0.7764217257499695,Negative
2023-02-05T11:00:20+0000,Electric vehicles defy price war after Ford and Tesla discounts,"...Ford sold 39,000 Mach-Es in 2022 — the best sales performance for any electric model not made by Tesla — but Tesla sold more than six times as many Model Ys....",Negative,0.9987309575080872,0.9999977350234985,Positive
2023-01-25T22:21:07+0000,Tesla aims to build 1.8mn cars this year but warns of challenges ahead,...Earlier this month Tesla slashed prices for its vehicles....,Negative,0.9999663829803467,0.7764217257499695,Negative
2023-01-23T20:14:16+0000,Elon Musk says he believed he had funding to take Tesla private,"...Elon Musk said he believed he had sufficient financial backing to take Tesla private, both from Saudi Arabia’s sovereign wealth fund and his own stake in SpaceX, as he testified at a trial in an investor...",Neutral,0.9997608065605164,0.9997548460960388,Neutral
2023-01-18T23:39:41+0000,"Musk made ‘split-second’ decision on Tesla tweet after FT story, lawyer says",...: “Am considering taking Tesla private at $420....,Neutral,0.9999470710754395,0.9999970197677612,Neutral
2023-01-06T05:54:55+0000,Tesla cuts China prices again as demand sags and competition increases,...Tesla continues to be affected by demand concerns....,Negative,0.9987518787384033,0.9999933242797852,Negative
none,none,none,0,0.0,0.0,0
2023-02-28T17:53:59+0000,"Tesla to build electric car plant in Monterrey, says Mexico’s president","...“It’s good news, yes, the company Tesla is coming,” the populist president said in his morning news conference....",Neutral,0.9997636675834656,0.923576295375824,Positive
2023-01-26T16:23:47+0000,Tesla shares jump after Elon Musk signals ‘potential’ for 2mn car sales this year,...Tesla’s stock closed 11 per cent higher on Thursday....,Positive,0.9999839067459106,0.8768325448036194,Neutral
2023-01-18T19:58:11+0000,"Elon Musk made ‘split-second’ decision on Tesla tweet after FT story, lawyer says",...: “Am considering taking Tesla private at $420....,Neutral,0.9999563694000244,0.9999970197677612,Neutral
2023-05-30T12:56:17+0000,China calls for ‘stable’ ties with US in meeting with Elon Musk ,...Tesla’s China office declined to comment....,Neutral,0.9999301433563232,0.9864163398742676,Neutral
2023-01-26T05:16:51+0000,Tesla sees a bumpy road ahead,"...[MUSIC PLAYING]

Tesla reported record revenues of about $24bn for the quarter ending in December. That beat expectations by a hair....",Positive,0.9962933659553528,1.0,Positive
2023-02-15T16:54:16+0000,Tesla to open up US charging network to other electric vehicles,"...Tesla’s charging network, the largest in the US, has been available to Tesla drivers only, but the company will allow any EV to use at least 7,500 chargers in its Supercharger and Destination network by...",Neutral,0.999962568283081,0.9999949932098389,Neutral
2023-01-03T17:40:10+0000,Tesla stock continues to slide in worst one day performance since 2020,...Read more about Tesla’s recent struggles here....,Positive,0.9926022887229919,0.9986866116523743,Negative
2023-05-26T10:25:57+0000,FirstFT: Corporate bankruptcies rise as US credit squeeze tightens,"...Ford has struck a deal to give its drivers access to 12,000 fast-charging stations in Tesla’s network....",Negative,0.9991890788078308,0.9999861717224121,Neutral
2023-01-23T19:37:45+0000,Elon Musk says he believed he had funding to take Tesla private,...Musk and Tesla have already paid US regulators a total of $40mn over the tweet....,Neutral,0.9997608065605164,0.9999964237213135,Neutral
2023-01-18T05:00:59+0000,A turning point for Tesla?,"...For further reading:

Trouble at Tesla: the end of a golden age of growth?

Tesla cuts electric car prices across Europe and US to bolster demand

OK, 2022 was a disaster for Tesla. What next?...",Neutral,0.9994926452636719,0.9999988079071045,Negative
2023-01-03T21:28:31+0000,Tesla leads Wall Street lower in downbeat start to 2023,"...US stocks started 2023 on a downbeat note, pulled lower by companies including Tesla and Apple, drawing a contrast to the more optimistic new year’s performance across the Atlantic....",Negative,0.9975097179412842,0.9977846741676331,Negative
2023-06-09T21:01:23+0000,US stocks edge higher in thin trading ahead of Fed decision next week,"...The tech-heavy Nasdaq Composite gained 0.2 per cent, buoyed by expectations for a pause in interest rate rises, as well as a 4.1 per cent jump in the shares of Tesla....",Positive,0.9999252557754517,1.0,Positive
none,none,none,0,0.0,0.0,0
2023-01-03T22:50:00+0000,Tesla leads Wall Street lower in downbeat start to 2023,"...US stocks started 2023 on a downbeat note, pulled lower by companies including Tesla and Apple, drawing a contrast to the more optimistic new year’s performance across the Atlantic....",Negative,0.9975097179412842,0.9977846741676331,Negative
2023-01-09T13:00:08+0000,Tesla owners in China protest against price cuts,...Tesla declined to comment on the protests....,Negative,0.5426148772239685,0.97383713722229,Neutral
2023-01-18T00:31:31+0000,Elon Musk’s Tesla ‘funding secured’ trial to begin after jury selected,...Shareholders allege the posts ultimately caused them significant financial losses as Tesla shares whipsawed in response....,Neutral,0.9999899864196777,0.999994158744812,Negative
2023-01-03T21:04:04+0000,Head of Saudi Arabia wealth fund subpoenaed in case over Elon Musk’s Tesla tweet,"...He and Tesla each paid $20mn to settle legal action from the US Securities and Exchange Commission. Musk also had to resign as Tesla chair, although he kept his position as chief executive....",Neutral,0.9996464252471924,0.998672604560852,Neutral
none,none,none,0,0.0,0.0,0
2023-02-16T11:36:54+0000,Renault chief warns Tesla price cuts damage confidence in electric cars,"...“I hope that they [Tesla] continue to reduce to zero, but we will continue to protect the value of our electric vehicles,” he said....",Negative,0.9999991655349731,0.9602707028388977,Positive
2023-01-09T08:45:36+0000,The Cult of Musk is creaking,"...As recently as December he was declaring a “peace” with Musk after suggesting he should step down, and insisting that “Tesla is so cheap, I buy buy buy Tesla Tesla Tesla”....",Neutral,0.9982852339744568,0.9908595681190491,Neutral
2023-01-18T19:53:15+0000,"Elon Musk made ‘split-second’ decision on Tesla tweet after FT report, lawyer says",...: “Am considering taking Tesla private at $420....,Neutral,0.9999514818191528,0.9999970197677612,Neutral
2022-12-15T07:35:31+0000,Elon Musk sells another $3.6bn of Tesla stock,"...Elon Musk has offloaded another tranche of Tesla stock, worth almost $3.6bn, in what is the fourth sell-off since announcing his take over of Twitter....",Neutral,0.9998371601104736,0.6002575159072876,Neutral
2023-03-07T06:30:10+0000,FTAV’s Further Reading,"...(Capital Flows and Asset Markets)

— Tesla’s investor day was “kind of a dud”, “disjointed”, “underwhelming” and “short on details about both cars and finances”....",Neutral,0.999839186668396,0.9999971389770508,Neutral
2023-04-03T10:03:16+0000,FirstFT: Oil prices surge,"...Tesla rolled out a record number of cars in the first quarter, the company announced yesterday, following Elon Musk’s decision to cut prices of his electric vehicles....",Positive,0.9999966621398926,0.936394214630127,Positive
2023-01-11T17:20:41+0000,Tesla’s Cybertruck may spell the end of Big Tech minimalism — if it ever gets here,...The sharp drop in Tesla’s share price ratchets up the pressure....,Neutral,0.9526958465576172,0.9960636496543884,Negative
2023-01-13T11:23:27+0000,Tesla cuts electric car prices across Europe and US to bolster demand,"...“It risks people losing confidence in Tesla.”

The cuts come after a year when Tesla’s sales rose 40 per cent to 1.3mn globally....",Positive,0.9999998807907104,0.9968898892402649,Negative
2023-05-25T04:25:55+0000,Tech funds: Cathie Wood can’t fight the Fed,"...She says electric-car company Tesla, which has a $573bn market cap, could be a $6tn company in the next four years. True, demand for Tesla vehicles is rising....",Neutral,0.9970581531524658,0.9999662637710571,Positive
none,none,none,0,0.0,0.0,0
2022-12-30T05:00:06+0000,Musk breaks the spell he had woven around Tesla,"...For much of this year, as other growth stocks collapsed, Tesla appeared to defy gravity....",Neutral,0.9998883008956909,0.9998188614845276,Negative
2023-01-20T23:54:21+0000,Elon Musk plays down influence of his tweets on Tesla’s share price,"...No deal ever materialised, prompting shareholders to sue Musk, Tesla and the company’s board of directors at the time....",Neutral,0.9999772310256958,0.9996950626373291,Neutral
2023-06-08T07:45:00+0000,Panasonic’s gigafactory expansion and south-east Asia’s funding chill Premium content,"...That’s enough to power around 500,000 to 700,000 Tesla Model 3s....",Neutral,0.89310622215271,0.9999433755874634,Neutral
2023-01-04T05:14:40+0000,Apple and Tesla start 2023 on the wrong foot,"...Tesla said it delivered 15,000 fewer new vehicles than Wall Street had pencilled in. Tesla struggled a lot with production in 2022....",Neutral,0.6021963357925415,0.9998910427093506,Negative
2022-12-15T18:28:49+0000,Tesla/Twitter: damage ripples across the Musk multiverse Premium content,"...Tesla allows executives to borrow against a quarter of the value of their stock. Musk had done so against 270mn shares.

Is Musk facing margin calls amid the collapse in Tesla’s share price?...",Negative,0.9995657801628113,0.9960305094718933,Negative
2023-04-20T10:23:17+0000,FirstFT: Pressure on US regional banks eases,...Elon Musk indicated he was willing to sacrifice Tesla’s short-term profits in an aggressive push for market share....,Negative,0.9204304218292236,0.9383129477500916,Negative
2023-01-12T18:30:27+0000,Baillie Gifford admits ‘humbling year’ after $14bn loss on Tesla and Shopify,...More than $8bn of losses on Tesla and $6bn on Shopify made these two of Baillie Gifford’s worst-performing holdings....,Neutral,0.9876326322555542,0.9999964237213135,Negative
2023-07-02T05:34:33+0000,Poppy production almost disappears from Afghanistan’s Helmand province,"...However, luxury EVs such as Lucid Air have since eclipsed the long-distance capabilities of Tesla’s cars....",Neutral,0.9918013215065002,0.998818576335907,Positive
none,"Live news updates from February 28: Tesla to build Mexico factory, Goldman explores sale of fintech business",none,Neutral,0.9999630451202393,0.0,0
2022-12-15T08:29:54+0000,Elon Musk offloads another $3.6bn of Tesla stock,"...“Elon abandoned Tesla and Tesla has no working CEO,” wrote Leo KoGuan, a major Tesla shareholder, on Twitter.

“Are we merely Elon’s foolish bag holders?” he added in another post....",Neutral,0.9992696642875671,0.9999086856842041,Neutral
2022-12-05T16:14:04+0000,Trucks: Tesla Semi pulls ahead as start-up rivals crash Premium content,"...UPS and Walmart have put in orders of their own for Tesla’s Semi.

Efficiency lowers costs. Tesla boss Elon Musk says the Semi’s efficiency is 1.7kWh per mile....",Positive,0.9999891519546509,0.9997110962867737,Positive
2023-05-17T22:55:50+0000,Risers and fallers in the US,"...Share price moves to note on the New York Stock Exchange include WeWork, Tesla, and Amazon:

WeWork shares plunged 15.2 per cent to 30 cents, after the co-working space provider announced its chief executive...",Neutral,0.9997441172599792,0.9998704195022583,Negative
none,none,none,0,0.0,0.0,0
2023-05-17T17:56:47+0000,Risers and fallers in the US,"...Share price moves to note on the New York Stock Exchange include WeWork, Tesla, and Amazon:

WeWork shares plunged 15.2 per cent to 30 cents, after the co-working space provider announced its chief executive...",Neutral,0.9997441172599792,0.9998704195022583,Negative
2023-05-19T12:59:25+0000,Panasonic: finding new clients should come before heavy spending on capacity  Premium content,"...The latter is reportedly Tesla’s chosen partner for its US battery plant. Panasonic, too, should spread its bets....",Neutral,0.901625394821167,0.9998220801353455,Neutral
2023-02-02T05:00:51+0000,How can investors ride the EV boom?,"...And are there smarter ways to do this than buying Tesla?Should you buy the Tesla dip?

Some investors have been nursing their wounds from the beatings that volatile growth stocks like Tesla have taken....",Neutral,0.9027775526046753,0.6652886271476746,Neutral
2023-03-11T03:30:19+0000,From wooing Tesla to Xi’s right-hand man: Li Qiang’s road to China’s premiership,"...Aside from the Tesla deal, Li is also credited with the opening of a new Nasdaq-style stock market in Shanghai....",Neutral,0.9998676776885986,0.9999967813491821,Neutral
none,none,none,0,0.0,0.0,0
2023-05-25T23:01:47+0000,China’s car market has become a Darwinian battleground,...A price war launched by Tesla last year has only exacerbated these trends....,Neutral,0.9923227429389954,0.9999550580978394,Negative
2023-04-21T10:55:00+0000,FirstFT: Janet Yellen’s olive branch to China,"...Tesla has raised the prices of two of its most expensive electric vehicles in the US, the Model S and X, by $2,500....",Neutral,0.9999758005142212,0.8810878992080688,Positive
2023-01-06T17:50:52+0000,Trouble at Tesla: the end of a golden age of growth?,...company’s workforce — English says he is not certain he will buy another Tesla....,Negative,0.9999803304672241,0.999985933303833,Neutral
2022-12-08T12:39:01+0000,Tesla/Thailand: tax breaks electrify local car market     Premium content,...Tesla’s move is about to supercharge the market....,Neutral,0.9998624324798584,0.9999995231628418,Neutral
2023-01-03T19:02:49+0000,Tesla shares slide on delivery fears as Apple’s value dips below $2tn,...Fears that the electric carmaker faces a slowdown in demand sent Tesla shares down 12.2 per cent on Tuesday....,Negative,0.9999644756317139,0.9999974966049194,Negative
none,"Live news updates from March 6: Taiwan’s president to visit US, Tesla enacts second price cut of 2023",none,Neutral,0.9997995495796204,0.0,0
2023-05-15T21:25:41+0000,Elon Musk subpoenaed in JPMorgan lawsuit over Jeffrey Epstein ties,Lawyers are seeking documents about whether billionaire Tesla boss was introduced to bank by late sex offender,Neutral,0.9401184320449829,0.9999288320541382,Neutral
2022-11-17T05:00:29+0000,Can Tesla investors claw back $56bn from Musk? Premium content,"...He might’ve gotten rich, but Tesla shareholders got richer....",Neutral,0.9571617841720581,0.7255590558052063,Positive
2023-01-04T11:27:17+0000,FirstFT: Tesla’s terrible start to the year,...Tesla shares fell 12.2 per cent yesterday to $108.10....,Negative,0.9999643564224243,0.9106823205947876,Negative
none,none,none,0,0.0,0.0,0
2022-12-23T21:31:48+0000,Tesla shares lose $85bn in market value over brutal week,...Tesla was worth $1.2tn at the beginning of the year....,Negative,0.9915525317192078,0.9999998807907104,Neutral
2023-04-20T20:17:36+0000,US stocks retreat and bonds rise as investors sour on economic outlook,...Electric-car maker Tesla dropped almost 10 per cent after the group reported that price cuts had driven its profit margin even lower than already reduced forecasts....,Negative,0.9921545386314392,0.9999990463256836,Negative
2023-06-13T01:38:25+0000,Nio: Chinese electric-car company enters race to lower prices and cut costs Premium content,...Chief executive William Li once said the company would not follow Tesla’s lead....,Positive,0.9990618824958801,0.9999096393585205,Neutral
2022-12-20T23:30:29+0000,Tesla share slide sends valuation below ExxonMobil,...But analysts continued to warn this week that his involvement in Twitter could cause further damage to Tesla’s share price....,Neutral,0.9999959468841553,0.9999779462814331,Negative
2023-03-03T17:00:33+0000,The Lex Newsletter: exodus to New York hammers City of London Premium content,...Tesla has the same sensible aim....,Neutral,0.9999983310699463,0.9993622899055481,Neutral
